WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, CNAV_LAT, CNAV_LON, SPD, PASHR_HEADING, GYRO_HDT, PMV_HD_DIFF, PASHR_ROLL, PASHR_PITCH, PASHR_HEAVE, PASHR_ROLL_ACCURACY, PASHR_PITCH_ACCURACY, PASHR_HEADING_ACCURACY, PASHR_IMU_FLAG, SEAPATH_ROLL, SEAPATH_PITCH, SEAPATH_HEAVE, SEAPATH_GGA_FLAG, SEAPATH_HORIZ_QUAL, SEAPATH_HGT_QUAL, SEAPATH_HEAD_QUAL, SEAPATH_RP_QUAL, SEAPATH_HEADING
2024/09/16, 00:00:08.752, 72.373, -2.215, 10.48, 314.340, 314.840, -0.5000, -1.340, 0.740, 0.440, 0.021, 0.021, 0.012, 2, -1.27, 0.78, -0.46, 2.00, 0.00, 0.00, 0.00, 0.00, 314.43
2024/09/16, 00:00:18.752, 72.373, -2.217, 10.50, 314.040, 314.210, -0.1700, -0.230, 0.900, 0.130, 0.021, 0.021, 0.012, 2, -0.13, 0.95, -0.19, 2.00, 0.00, 0.00, 0.00, 0.00, 314.14
2024/09/16, 00:00:28.752, 72.374, -2.218, 10.53, 313.660, 313.470, 0.1900, 0.590, 1.420, 0.500, 0.021, 0.021, 0.012, 2, 0.72, 1.42, -0.54, 2.00, 0.00, 0.00, 0.00, 0.00, 313.77
2024/09/16, 00:00:38.752, 72.374, -2.219, 10.50, 314.810, 314.610, 0.2000, 1.880, -0.010, 0.570, 0.021, 0.021, 0.012, 2, 1.94, -0.01, -0.40, 2.00, 0.00, 0.00, 0.00, 0.00, 314.92
2024/09/16, 00:00:48.752, 72.374, -2.220, 10.47, 315.410, 315.840, -0.4300, -0.070, -1.160, -0.650, 0.021, 0.021, 0.012, 2, -0.03, -1.16, 0.99, 2.00, 0.00, 0.00, 0.00, 0.00, 315.51
2024/09/16, 00:00:58.753, 72.374, -2.221, 10.47, 314.900, 315.090, -0.1900, -0.780, 0.810, -0.190, 0.021, 0.021, 0.012, 2, -0.80, 0.89, 0.44, 2.00, 0.00, 0.00, 0.00, 0.00, 314.98
2024/09/16, 00:01:08.753, 72.375, -2.222, 10.34, 315.360, 315.330, 0.0300, -0.010, 0.780, 0.500, 0.021, 0.021, 0.012, 2, 0.05, 0.82, -0.30, 2.00, 0.00, 0.00, 0.00, 0.00, 315.47
2024/09/16, 00:01:18.753, 72.375, -2.223, 10.31, 315.390, 315.670, -0.2800, 0.340, -0.900, 0.290, 0.021, 0.021, 0.012, 2, 0.36, -0.92, -0.04, 2.00, 0.00, 0.00, 0.00, 0.00, 315.52
2024/09/16, 00:01:28.753, 72.375, -2.224, 10.38, 315.710, 316.070, -0.3600, 0.190, -2.470, -0.840, 0.021, 0.021, 0.012, 2, 0.15, -2.43, 1.24, 2.00, 0.00, 0.00, 0.00, 0.00, 315.82
2024/09/16, 00:01:38.753, 72.376, -2.225, 10.38, 315.860, 315.960, -0.1000, -0.810, 1.340, -0.590, 0.021, 0.021, 0.012, 2, -0.86, 1.41, 0.87, 2.00, 0.00, 0.00, 0.00, 0.00, 315.93
2024/09/16, 00:01:48.753, 72.376, -2.226, 10.39, 313.340, 313.310, 0.0300, -2.670, 2.570, 0.890, 0.021, 0.021, 0.012, 2, -2.65, 2.60, -0.80, 2.00, 0.00, 0.00, 0.00, 0.00, 313.40
2024/09/16, 00:01:58.753, 72.376, -2.227, 10.32, 312.880, 313.340, -0.4600, 0.690, -0.850, 0.280, 0.021, 0.021, 0.012, 1, 0.77, -0.87, 0.07, 2.00, 0.00, 0.00, 0.00, 0.00, 312.96
2024/09/16, 00:02:08.753, 72.377, -2.228, 10.35, 314.570, 314.640, -0.0700, 0.880, -0.520, -0.290, 0.021, 0.021, 0.012, 2, 0.97, -0.42, 0.57, 2.00, 0.00, 0.00, 0.00, 0.00, 314.64
2024/09/16, 00:02:18.753, 72.377, -2.229, 10.48, 314.340, 314.330, 0.0100, -0.570, 2.550, 1.050, 0.021, 0.021, 0.012, 2, -0.53, 2.54, -0.99, 2.00, 0.00, 0.00, 0.00, 0.00, 314.41
2024/09/16, 00:02:28.753, 72.377, -2.231, 10.57, 314.170, 314.330, -0.1600, 1.190, 0.240, 1.020, 0.021, 0.021, 0.012, 2, 1.22, 0.25, -0.88, 2.00, 0.00, 0.00, 0.00, 0.00, 314.27
2024/09/16, 00:02:38.753, 72.378, -2.232, 10.61, 315.780, 316.590, -0.8100, 0.780, -2.600, -0.340, 0.021, 0.021, 0.012, 2, 0.80, -2.52, 0.58, 2.00, 0.00, 0.00, 0.00, 0.00, 315.87
2024/09/16, 00:02:48.753, 72.378, -2.233, 10.43, 315.150, 315.450, -0.3000, -0.660, 0.440, -0.140, 0.021, 0.021, 0.012, 2, -0.66, 0.56, 0.26, 2.00, 0.00, 0.00, 0.00, 0.00, 315.21
2024/09/16, 00:02:58.753, 72.378, -2.234, 10.39, 313.290, 313.300, -0.0100, 0.360, 2.430, 0.830, 0.021, 0.021, 0.012, 2, 0.42, 2.48, -0.93, 2.00, 0.00, 0.00, 0.00, 0.00, 313.40
2024/09/16, 00:03:08.753, 72.379, -2.235, 10.44, 314.150, 314.420, -0.2700, 1.760, 0.220, 0.440, 0.021, 0.021, 0.012, 2, 1.86, 0.18, -0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 314.28
2024/09/16, 00:03:18.753, 72.379, -2.236, 10.40, 315.320, 316.070, -0.7500, 0.850, -1.690, -0.630, 0.021, 0.021, 0.012, 2, 0.91, -1.69, 0.78, 2.00, 0.00, 0.00, 0.00, 0.00, 315.44
2024/09/16, 00:03:28.753, 72.379, -2.237, 10.23, 313.940, 313.860, 0.0800, 0.650, 0.910, -0.390, 0.021, 0.021, 0.012, 2, 0.69, 0.85, 0.40, 2.00, 0.00, 0.00, 0.00, 0.00, 314.05
2024/09/16, 00:03:38.753, 72.380, -2.238, 10.14, 313.980, 313.900, 0.0800, 1.140, 1.080, 0.590, 0.021, 0.021, 0.012, 2, 1.19, 1.02, -0.47, 2.00, 0.00, 0.00, 0.00, 0.00, 314.10
2024/09/16, 00:03:48.754, 72.380, -2.239, 10.12, 315.560, 315.690, -0.1300, 1.370, 0.070, 0.040, 0.021, 0.021, 0.012, 2, 1.40, 0.06, 0.21, 2.00, 0.00, 0.00, 0.00, 0.00, 315.67
2024/09/16, 00:03:58.754, 72.380, -2.240, 9.92, 313.990, 313.860, 0.1300, 0.690, 1.450, 0.860, 0.021, 0.021, 0.012, 2, 0.79, 1.48, -0.72, 2.00, 0.00, 0.00, 0.00, 0.00, 314.06
2024/09/16, 00:04:08.754, 72.380, -2.241, 9.55, 314.160, 314.090, 0.0700, 0.490, 0.920, 0.830, 0.021, 0.021, 0.012, 2, 0.60, 0.84, -0.66, 2.00, 0.00, 0.00, 0.00, 0.00, 314.22
2024/09/16, 00:04:18.754, 72.381, -2.242, 9.07, 315.730, 316.010, -0.2800, 0.390, -0.860, 0.160, 0.021, 0.021, 0.012, 2, 0.46, -0.89, 0.08, 2.00, 0.00, 0.00, 0.00, 0.00, 315.81
2024/09/16, 00:04:28.754, 72.381, -2.243, 8.76, 314.980, 315.090, -0.1100, 1.250, -0.780, -0.250, 0.021, 0.021, 0.012, 2, 1.21, -0.75, 0.60, 2.00, 0.00, 0.00, 0.00, 0.00, 315.06
2024/09/16, 00:04:38.754, 72.381, -2.243, 8.13, 315.010, 315.390, -0.3800, 0.210, -1.090, -0.720, 0.021, 0.021, 0.012, 2, 0.20, -1.05, 0.93, 2.00, 0.00, 0.00, 0.00, 0.00, 315.11
2024/09/16, 00:04:48.754, 72.381, -2.244, 7.41, 315.160, 315.170, -0.0100, 0.620, 0.550, -0.230, 0.021, 0.021, 0.012, 2, 0.58, 0.58, 0.29, 2.00, 0.00, 0.00, 0.00, 0.00, 315.28
2024/09/16, 00:04:58.754, 72.382, -2.245, 7.18, 315.170, 314.990, 0.1800, 0.840, 1.340, 0.460, 0.021, 0.021, 0.012, 2, 0.83, 1.29, -0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 315.28
2024/09/16, 00:05:08.754, 72.382, -2.246, 7.06, 315.510, 315.560, -0.0500, 1.040, 0.130, -0.220, 0.021, 0.021, 0.012, 1, 1.06, 0.14, 0.23, 2.00, 0.00, 0.00, 0.00, 0.00, 315.62
2024/09/16, 00:05:18.754, 72.382, -2.246, 6.93, 315.460, 315.760, -0.3000, -1.390, 0.640, -0.370, 0.021, 0.021, 0.012, 2, -1.42, 0.64, 0.24, 2.00, 0.00, 0.00, 0.00, 0.00, 315.55
2024/09/16, 00:05:28.754, 72.382, -2.247, 6.76, 315.570, 315.580, -0.0100, -0.140, 1.270, -0.090, 0.021, 0.021, 0.012, 2, -0.08, 1.30, -0.08, 2.00, 0.00, 0.00, 0.00, 0.00, 315.61
2024/09/16, 00:05:38.754, 72.382, -2.248, 6.64, 326.030, 326.190, -0.1600, -2.810, 2.490, 0.430, 0.021, 0.021, 0.012, 2, -2.68, 2.53, -0.65, 2.00, 0.00, 0.00, 0.00, 0.00, 325.99
2024/09/16, 00:05:48.754, 72.383, -2.248, 6.52, 341.260, 341.190, 0.0700, -0.930, 2.710, 0.530, 0.021, 0.021, 0.012, 2, -0.84, 2.77, -0.75, 2.00, 0.00, 0.00, 0.00, 0.00, 341.24
2024/09/16, 00:05:58.754, 72.383, -2.248, 6.52, 358.920, 358.740, 0.1800, 1.260, 0.340, 0.400, 0.021, 0.021, 0.012, 2, 1.35, 0.30, -0.52, 2.00, 0.00, 0.00, 0.00, 0.00, 358.91
2024/09/16, 00:06:08.754, 72.383, -2.248, 4.89, 16.220, 16.340, -0.1200, -0.290, 1.000, 1.120, 0.021, 0.021, 0.012, 2, -0.24, 1.07, -1.05, 2.00, 0.00, 0.00, 0.00, 0.00, 16.20
2024/09/16, 00:06:18.754, 72.383, -2.248, 4.49, 32.080, 32.580, -0.5000, -5.120, -1.330, 0.020, 0.021, 0.021, 0.012, 2, -4.96, -1.32, 0.28, 2.00, 0.00, 0.00, 0.00, 0.00, 32.03
2024/09/16, 00:06:28.754, 72.383, -2.248, 3.49, 45.900, 46.280, -0.3800, -6.760, 1.400, 0.460, 0.021, 0.021, 0.012, 2, -6.81, 1.42, -0.23, 2.00, 0.00, 0.00, 0.00, 0.00, 45.93
2024/09/16, 00:06:38.755, 72.383, -2.248, 2.98, 56.310, 56.850, -0.5400, -2.100, 1.320, 0.590, 0.021, 0.021, 0.012, 2, -2.02, 1.41, -0.18, 2.00, 0.00, 0.00, 0.00, 0.00, 56.36
2024/09/16, 00:06:48.755, 72.383, -2.248, 2.00, 68.170, 68.190, -0.0200, 0.900, 0.220, -0.140, 0.021, 0.021, 0.012, 2, 1.03, 0.32, 0.47, 2.00, 0.00, 0.00, 0.00, 0.00, 68.18
2024/09/16, 00:06:58.755, 72.383, -2.248, 0.10, 79.540, 79.740, -0.2000, 2.470, 0.960, 0.540, 0.021, 0.021, 0.012, 2, 2.58, 0.95, -0.09, 2.00, 0.00, 0.00, 0.00, 0.00, 79.53
2024/09/16, 00:07:08.755, 72.383, -2.248, -0.22, 91.350, 91.870, -0.5200, 0.710, 0.920, 0.620, 0.021, 0.021, 0.012, 2, 0.85, 0.98, -0.28, 2.00, 0.00, 0.00, 0.00, 0.00, 91.37
2024/09/16, 00:07:18.755, 72.383, -2.247, -0.05, 103.750, 103.390, 0.3600, -2.610, -1.520, 0.120, 0.021, 0.021, 0.012, 2, -2.57, -1.36, 0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 103.72
2024/09/16, 00:07:28.755, 72.383, -2.247, 0.43, 114.830, 115.060, -0.2300, 0.590, 1.260, -0.050, 0.021, 0.021, 0.012, 2, 0.80, 1.15, 0.41, 2.00, 0.00, 0.00, 0.00, 0.00, 114.82
2024/09/16, 00:07:38.755, 72.383, -2.247, 0.76, 127.210, 127.100, 0.1100, 0.620, -2.420, -0.710, 0.021, 0.021, 0.012, 2, 0.78, -2.23, 0.92, 2.00, 0.00, 0.00, 0.00, 0.00, 127.24
2024/09/16, 00:07:48.755, 72.383, -2.247, 0.97, 132.770, 133.410, -0.6400, 2.540, 2.780, 1.050, 0.021, 0.021, 0.012, 2, 2.75, 2.62, -0.70, 2.00, 0.00, 0.00, 0.00, 0.00, 132.81
2024/09/16, 00:07:58.755, 72.383, -2.247, 1.04, 136.000, 136.350, -0.3500, 1.050, 0.540, 0.300, 0.021, 0.021, 0.012, 2, 1.24, 0.67, -0.01, 2.00, 0.00, 0.00, 0.00, 0.00, 136.05
2024/09/16, 00:08:08.755, 72.383, -2.247, 0.88, 136.800, 137.200, -0.4000, 0.810, -0.080, -0.340, 0.021, 0.021, 0.012, 2, 0.92, -0.07, 0.55, 2.00, 0.00, 0.00, 0.00, 0.00, 136.82
2024/09/16, 00:08:18.755, 72.383, -2.246, 0.56, 135.590, 136.270, -0.6800, 1.230, -0.410, -1.130, 0.021, 0.021, 0.012, 2, 1.20, -0.51, 1.33, 2.00, 0.00, 0.00, 0.00, 0.00, 135.61
2024/09/16, 00:08:28.755, 72.383, -2.246, 0.54, 132.290, 132.940, -0.6500, 1.770, -0.380, -0.910, 0.021, 0.021, 0.012, 2, 1.71, -0.38, 0.94, 2.00, 0.00, 0.00, 0.00, 0.00, 132.33
2024/09/16, 00:08:38.755, 72.383, -2.246, 0.46, 128.670, 128.800, -0.1300, 1.610, -2.180, -1.260, 0.021, 0.021, 0.012, 2, 1.52, -2.16, 1.17, 2.00, 0.00, 0.00, 0.00, 0.00, 128.72
2024/09/16, 00:08:48.755, 72.383, -2.246, 0.34, 125.290, 125.970, -0.6800, 0.680, 2.600, 1.050, 0.021, 0.021, 0.012, 2, 0.64, 2.55, -0.92, 2.00, 0.00, 0.00, 0.00, 0.00, 125.32
2024/09/16, 00:08:58.755, 72.383, -2.246, 0.28, 122.980, 123.320, -0.3400, -2.060, -0.590, 0.090, 0.021, 0.021, 0.012, 2, -2.13, -0.50, 0.03, 2.00, 0.00, 0.00, 0.00, 0.00, 123.00
2024/09/16, 00:09:08.755, 72.383, -2.246, 0.21, 122.050, 122.880, -0.8300, -1.330, 2.350, 1.200, 0.021, 0.021, 0.012, 2, -1.34, 2.44, -1.04, 2.00, 0.00, 0.00, 0.00, 0.00, 122.07
2024/09/16, 00:09:18.755, 72.383, -2.246, 0.13, 122.060, 122.790, -0.7300, -1.980, 2.430, 2.000, 0.021, 0.021, 0.012, 2, -1.79, 2.54, -1.95, 2.00, 0.00, 0.00, 0.00, 0.00, 122.08
2024/09/16, 00:09:28.756, 72.383, -2.246, 0.03, 122.350, 122.940, -0.5900, -4.990, 1.980, 2.090, 0.021, 0.021, 0.012, 2, -4.81, 2.19, -1.95, 2.00, 0.00, 0.00, 0.00, 0.00, 122.38
2024/09/16, 00:09:38.756, 72.383, -2.246, -0.14, 124.610, 124.870, -0.2600, -4.800, 0.400, 0.990, 0.021, 0.021, 0.012, 2, -4.67, 0.42, -0.79, 2.00, 0.00, 0.00, 0.00, 0.00, 124.64
2024/09/16, 00:09:48.756, 72.383, -2.246, -0.07, 126.060, 126.720, -0.6600, -2.970, 3.410, 1.840, 0.021, 0.021, 0.012, 2, -2.72, 3.53, -1.64, 2.00, 0.00, 0.00, 0.00, 0.00, 126.14
2024/09/16, 00:09:58.756, 72.383, -2.246, -0.03, 127.140, 127.160, -0.0200, -3.650, -1.950, -0.490, 0.021, 0.021, 0.012, 2, -3.30, -1.83, 0.60, 2.00, 0.00, 0.00, 0.00, 0.00, 127.12
2024/09/16, 00:10:08.756, 72.383, -2.246, -0.01, 127.360, 127.950, -0.5900, -1.240, 0.920, -0.660, 0.021, 0.021, 0.012, 2, -1.00, 0.78, 0.88, 2.00, 0.00, 0.00, 0.00, 0.00, 127.39
2024/09/16, 00:10:18.756, 72.383, -2.246, -0.12, 126.700, 127.570, -0.8700, 1.600, 1.620, -0.020, 0.021, 0.021, 0.012, 2, 1.83, 1.54, 0.22, 2.00, 0.00, 0.00, 0.00, 0.00, 126.71
2024/09/16, 00:10:28.756, 72.383, -2.246, -0.14, 124.320, 125.330, -1.0100, 1.060, 2.320, 1.720, 0.021, 0.021, 0.012, 2, 1.25, 2.47, -1.60, 2.00, 0.00, 0.00, 0.00, 0.00, 124.30
2024/09/16, 00:10:38.756, 72.383, -2.246, -0.10, 120.460, 121.010, -0.5500, -2.450, 0.030, 1.370, 0.021, 0.021, 0.012, 2, -2.22, 0.34, -1.36, 2.00, 0.00, 0.00, 0.00, 0.00, 120.37
2024/09/16, 00:10:48.756, 72.383, -2.246, -0.29, 119.060, 118.940, 0.1200, -3.490, -3.100, 0.150, 0.021, 0.021, 0.012, 2, -3.33, -2.87, -0.24, 2.00, 0.00, 0.00, 0.00, 0.00, 118.97
2024/09/16, 00:10:58.756, 72.383, -2.246, -0.40, 120.320, 120.450, -0.1300, -4.540, 0.310, -0.080, 0.021, 0.021, 0.012, 2, -4.41, 0.36, 0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 120.25
2024/09/16, 00:11:08.756, 72.383, -2.246, -0.27, 120.190, 120.700, -0.5100, -3.220, -0.680, -0.660, 0.021, 0.021, 0.012, 2, -3.30, -0.80, 0.80, 2.00, 0.00, 0.00, 0.00, 0.00, 120.15
2024/09/16, 00:11:18.756, 72.383, -2.246, -0.29, 119.520, 119.490, 0.0300, -1.220, -1.950, -0.870, 0.021, 0.021, 0.012, 2, -1.28, -1.79, 0.88, 2.00, 0.00, 0.00, 0.00, 0.00, 119.48
2024/09/16, 00:11:28.756, 72.383, -2.246, -0.22, 119.070, 119.420, -0.3500, 0.080, 1.050, 0.350, 0.021, 0.021, 0.012, 2, 0.09, 0.86, -0.06, 2.00, 0.00, 0.00, 0.00, 0.00, 119.04
2024/09/16, 00:11:38.756, 72.383, -2.246, -0.16, 119.370, 119.870, -0.5000, 0.000, 0.510, 0.270, 0.021, 0.021, 0.012, 2, 0.18, 0.59, -0.06, 2.00, 0.00, 0.00, 0.00, 0.00, 119.36
2024/09/16, 00:11:48.756, 72.383, -2.246, -0.21, 119.230, 119.550, -0.3200, -0.180, -0.600, -0.360, 0.021, 0.021, 0.012, 2, 0.01, -0.54, 0.40, 2.00, 0.00, 0.00, 0.00, 0.00, 119.19
2024/09/16, 00:11:58.756, 72.383, -2.246, -0.17, 116.750, 117.410, -0.6600, 1.000, 1.090, 0.280, 0.021, 0.021, 0.012, 2, 1.07, 1.14, -0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 116.75
2024/09/16, 00:12:08.756, 72.383, -2.246, -0.10, 116.620, 117.320, -0.7000, 0.050, 0.890, -0.110, 0.020, 0.020, 0.012, 2, 0.11, 0.90, 0.03, 2.00, 0.00, 0.00, 0.00, 0.00, 116.51
2024/09/16, 00:12:18.757, 72.383, -2.246, -0.11, 116.330, 116.720, -0.3900, 1.120, -1.300, -0.290, 0.020, 0.020, 0.012, 2, 1.11, -1.25, 0.17, 2.00, 0.00, 0.00, 0.00, 0.00, 116.21
2024/09/16, 00:12:28.757, 72.383, -2.246, -0.07, 116.500, 116.420, 0.0800, 0.100, -0.250, 0.120, 0.020, 0.020, 0.012, 2, 0.23, -0.05, -0.43, 2.00, 0.00, 0.00, 0.00, 0.00, 116.33
2024/09/16, 00:12:38.757, 72.383, -2.246, -0.01, 116.380, 116.500, -0.1200, -0.540, -4.090, -2.130, 0.020, 0.020, 0.012, 2, -0.59, -4.10, 1.97, 2.00, 0.00, 0.00, 0.00, 0.00, 116.26
2024/09/16, 00:12:48.757, 72.383, -2.246, 0.10, 116.310, 116.580, -0.2700, 1.310, -0.100, -0.270, 0.020, 0.020, 0.012, 2, 1.29, -0.05, 0.27, 2.00, 0.00, 0.00, 0.00, 0.00, 116.13
2024/09/16, 00:12:58.757, 72.383, -2.246, -0.20, 118.220, 118.860, -0.6400, 2.060, 0.440, 0.160, 0.020, 0.020, 0.012, 2, 1.92, 0.46, -0.01, 2.00, 0.00, 0.00, 0.00, 0.00, 118.12
2024/09/16, 00:13:08.757, 72.383, -2.246, -0.64, 119.330, 120.120, -0.7900, 0.340, 1.390, 0.200, 0.020, 0.020, 0.012, 2, 0.31, 1.51, -0.08, 2.00, 0.00, 0.00, 0.00, 0.00, 119.20
2024/09/16, 00:13:18.757, 72.383, -2.246, -0.47, 118.640, 119.710, -1.0700, 1.680, 2.630, 0.890, 0.020, 0.020, 0.012, 2, 1.68, 2.61, -0.56, 2.00, 0.00, 0.00, 0.00, 0.00, 118.55
2024/09/16, 00:13:28.757, 72.383, -2.246, -0.31, 119.330, 120.370, -1.0400, 2.420, 1.110, 0.320, 0.020, 0.020, 0.012, 2, 2.46, 1.15, -0.07, 2.00, 0.00, 0.00, 0.00, 0.00, 119.25
2024/09/16, 00:13:38.757, 72.383, -2.246, -0.15, 120.800, 121.750, -0.9500, 1.710, 0.280, -0.110, 0.020, 0.020, 0.012, 2, 1.76, 0.26, 0.24, 2.00, 0.00, 0.00, 0.00, 0.00, 120.71
2024/09/16, 00:13:48.757, 72.383, -2.246, -0.15, 120.770, 121.880, -1.1100, 1.450, 1.390, 0.600, 0.020, 0.020, 0.012, 2, 1.34, 1.36, -0.45, 2.00, 0.00, 0.00, 0.00, 0.00, 120.80
2024/09/16, 00:13:58.757, 72.383, -2.246, -0.17, 119.610, 120.780, -1.1700, -1.040, 3.070, 1.710, 0.020, 0.020, 0.012, 2, -0.86, 3.19, -1.55, 2.00, 0.00, 0.00, 0.00, 0.00, 119.60
2024/09/16, 00:14:08.757, 72.383, -2.246, -0.15, 120.730, 121.840, -1.1100, -0.540, 1.790, 1.190, 0.020, 0.020, 0.012, 2, -0.43, 1.78, -0.88, 2.00, 0.00, 0.00, 0.00, 0.00, 120.83
2024/09/16, 00:14:18.757, 72.383, -2.246, -0.11, 121.480, 122.660, -1.1800, -0.730, 3.070, 1.400, 0.020, 0.020, 0.012, 2, -0.47, 3.16, -1.06, 2.00, 0.00, 0.00, 0.00, 0.00, 121.59
2024/09/16, 00:14:28.757, 72.383, -2.246, -0.22, 121.340, 122.620, -1.2800, 1.250, 0.190, -0.280, 0.020, 0.020, 0.012, 2, 1.45, -0.00, 0.71, 2.00, 0.00, 0.00, 0.00, 0.00, 121.49
2024/09/16, 00:14:38.757, 72.383, -2.246, -0.19, 121.040, 122.450, -1.4100, 2.500, 1.850, 0.140, 0.020, 0.020, 0.012, 2, 2.70, 1.87, 0.23, 2.00, 0.00, 0.00, 0.00, 0.00, 121.17
2024/09/16, 00:14:48.757, 72.383, -2.246, -0.17, 119.880, 121.080, -1.2000, 2.730, 2.870, 1.130, 0.020, 0.020, 0.012, 2, 2.97, 2.92, -0.70, 2.00, 0.00, 0.00, 0.00, 0.00, 120.01
2024/09/16, 00:14:58.757, 72.383, -2.246, -0.19, 119.750, 120.860, -1.1100, 0.440, -1.470, 0.010, 0.020, 0.020, 0.012, 2, 0.65, -1.35, 0.22, 2.00, 0.00, 0.00, 0.00, 0.00, 119.80
2024/09/16, 00:15:08.758, 72.383, -2.246, -0.18, 120.110, 120.820, -0.7100, 1.350, -0.290, -0.050, 0.020, 0.020, 0.012, 2, 1.29, -0.17, 0.28, 2.00, 0.00, 0.00, 0.00, 0.00, 120.21
2024/09/16, 00:15:18.758, 72.383, -2.246, -0.13, 119.370, 120.010, -0.6400, -0.370, 0.380, 0.560, 0.020, 0.020, 0.012, 2, -0.29, 0.57, -0.52, 2.00, 0.00, 0.00, 0.00, 0.00, 119.33
2024/09/16, 00:15:28.758, 72.383, -2.246, -0.22, 118.840, 119.510, -0.6700, -1.050, 0.170, 0.280, 0.020, 0.020, 0.012, 1, -1.04, 0.03, -0.11, 2.00, 0.00, 0.00, 0.00, 0.00, 118.77
2024/09/16, 00:15:38.758, 72.383, -2.246, -0.37, 119.250, 119.780, -0.5300, -3.270, -0.320, 0.020, 0.020, 0.020, 0.012, 2, -1.95, -2.06, 0.94, 2.00, 0.00, 0.00, 0.00, 0.00, 119.48
2024/09/16, 00:15:48.758, 72.383, -2.246, -0.44, 120.190, 120.910, -0.7200, 1.110, 1.140, -0.830, 0.020, 0.020, 0.012, 2, 1.03, 1.06, 1.00, 2.00, 0.00, 0.00, 0.00, 0.00, 120.15
2024/09/16, 00:15:58.758, 72.383, -2.246, -0.31, 120.020, 121.240, -1.2200, 1.540, -1.030, -0.620, 0.020, 0.020, 0.012, 2, 2.81, -0.13, 0.62, 2.00, 0.00, 0.00, 0.00, 0.00, 120.16
2024/09/16, 00:16:08.758, 72.383, -2.246, -0.03, 119.330, 120.690, -1.3600, 0.100, -1.490, -1.000, 0.020, 0.020, 0.012, 2, 2.36, -0.79, 1.14, 2.00, 0.00, 0.00, 0.00, 0.00, 119.72
2024/09/16, 00:16:18.758, 72.383, -2.246, -0.17, 119.690, 120.750, -1.0600, -0.510, 0.820, -0.120, 0.020, 0.020, 0.012, 2, 2.69, 0.28, 0.56, 2.00, 0.00, 0.00, 0.00, 0.00, 119.87
2024/09/16, 00:16:28.758, 72.383, -2.246, -0.26, 118.970, 119.950, -0.9800, 1.060, -0.130, -0.210, 0.020, 0.020, 0.012, 2, 2.72, 1.42, -0.31, 2.00, 0.00, 0.00, 0.00, 0.00, 119.03
2024/09/16, 00:16:38.758, 72.383, -2.246, -0.19, 118.840, 119.720, -0.8800, -1.150, 0.900, 0.250, 0.020, 0.020, 0.012, 2, -0.61, 0.29, 0.08, 2.00, 0.00, 0.00, 0.00, 0.00, 118.99
2024/09/16, 00:16:48.758, 72.383, -2.246, -0.19, 117.970, 119.060, -1.0900, -2.090, -1.670, 0.330, 0.020, 0.020, 0.012, 2, -2.05, -2.39, 0.29, 2.00, 0.00, 0.00, 0.00, 0.00, 118.51
2024/09/16, 00:16:58.758, 72.383, -2.246, -0.26, 118.390, 119.120, -0.7300, -2.600, -1.280, -0.130, 0.020, 0.020, 0.012, 1, -1.75, -1.24, 0.39, 2.00, 0.00, 0.00, 0.00, 0.00, 118.66
2024/09/16, 00:17:08.758, 72.383, -2.246, -0.29, 118.480, 118.830, -0.3500, -1.580, -1.120, -0.330, 0.020, 0.020, 0.012, 2, -1.43, -0.83, 0.26, 2.00, 0.00, 0.00, 0.00, 0.00, 118.23
2024/09/16, 00:17:18.758, 72.383, -2.246, -0.36, 117.910, 118.920, -1.0100, -0.880, -0.400, 0.510, 0.020, 0.020, 0.012, 2, -2.90, -0.67, -0.26, 2.00, 0.00, 0.00, 0.00, 0.00, 118.18
2024/09/16, 00:17:28.758, 72.383, -2.246, -0.43, 117.940, 118.850, -0.9100, -3.610, -0.270, 0.580, 0.020, 0.020, 0.012, 2, -4.45, -2.26, 0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 118.34
2024/09/16, 00:17:38.758, 72.383, -2.246, -0.44, 118.040, 118.910, -0.8700, -2.320, -0.550, 0.150, 0.020, 0.020, 0.012, 2, -2.72, 0.10, -0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 118.25
2024/09/16, 00:17:48.759, 72.383, -2.246, -0.55, 118.770, 119.400, -0.6300, -1.070, -2.130, -0.880, 0.020, 0.020, 0.012, 2, -0.73, -2.36, 1.35, 2.00, 0.00, 0.00, 0.00, 0.00, 118.92
2024/09/16, 00:17:58.759, 72.383, -2.246, -0.61, 119.630, 120.700, -1.0700, -0.040, -0.750, -0.730, 0.020, 0.020, 0.012, 2, 0.11, 1.06, 0.62, 2.00, 0.00, 0.00, 0.00, 0.00, 119.61
2024/09/16, 00:18:08.759, 72.383, -2.246, -0.53, 119.530, 120.630, -1.1000, -0.200, -1.310, -0.000, 0.020, 0.020, 0.012, 2, -0.22, -2.44, 1.20, 2.00, 0.00, 0.00, 0.00, 0.00, 120.07
