WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, CNAV_LAT, CNAV_LON, SPD, PASHR_HEADING, GYRO_HDT, PMV_HD_DIFF, PASHR_ROLL, PASHR_PITCH, PASHR_HEAVE, PASHR_ROLL_ACCURACY, PASHR_PITCH_ACCURACY, PASHR_HEADING_ACCURACY, PASHR_IMU_FLAG, SEAPATH_ROLL, SEAPATH_PITCH, SEAPATH_HEAVE, SEAPATH_GGA_FLAG, SEAPATH_HORIZ_QUAL, SEAPATH_HGT_QUAL, SEAPATH_HEAD_QUAL, SEAPATH_RP_QUAL, SEAPATH_HEADING
2024/09/16, 09:20:28.952, 72.923, -4.508, 10.57, 307.390, 306.750, 0.6400, -1.850, 0.900, 0.830, 0.022, 0.022, 0.012, 2, -2.18, 1.75, -1.10, 2.00, 0.00, 0.00, 0.00, 0.00, 307.35
2024/09/16, 09:20:38.952, 72.924, -4.509, 10.64, 307.060, 306.570, 0.4900, 2.970, -1.220, -0.080, 0.022, 0.022, 0.012, 2, 2.40, -0.85, -0.05, 2.00, 0.00, 0.00, 0.00, 0.00, 306.91
2024/09/16, 09:20:48.953, 72.924, -4.511, 10.60, 307.860, 307.300, 0.5600, 2.850, 0.390, -0.230, 0.022, 0.022, 0.012, 2, 2.42, 0.14, 0.40, 2.00, 0.00, 0.00, 0.00, 0.00, 307.87
2024/09/16, 09:20:58.953, 72.924, -4.512, 10.48, 307.840, 307.090, 0.7500, 0.520, 1.190, 0.410, 0.022, 0.022, 0.012, 2, 0.37, 1.57, -0.70, 2.00, 0.00, 0.00, 0.00, 0.00, 307.88
2024/09/16, 09:21:08.953, 72.924, -4.513, 10.51, 307.950, 307.870, 0.0800, -0.090, 0.650, -0.040, 0.022, 0.022, 0.012, 2, 0.02, 0.36, 0.08, 2.00, 0.00, 0.00, 0.00, 0.00, 308.15
2024/09/16, 09:21:18.953, 72.925, -4.515, 10.54, 308.550, 308.790, -0.2400, -1.020, 1.320, 0.120, 0.022, 0.022, 0.012, 2, -1.16, 0.86, -0.07, 2.00, 0.00, 0.00, 0.00, 0.00, 308.88
2024/09/16, 09:21:28.953, 72.925, -4.516, 10.50, 308.780, 308.330, 0.4500, -0.630, 0.440, 0.300, 0.022, 0.022, 0.012, 2, -0.61, 0.45, -0.28, 2.00, 0.00, 0.00, 0.00, 0.00, 308.77
2024/09/16, 09:21:38.953, 72.925, -4.517, 10.45, 309.010, 308.540, 0.4700, 1.630, 0.610, -0.130, 0.022, 0.022, 0.012, 2, 1.40, 0.38, 0.36, 2.00, 0.00, 0.00, 0.00, 0.00, 308.99
2024/09/16, 09:21:48.953, 72.926, -4.518, 10.45, 308.630, 308.210, 0.4200, 1.240, -0.950, 0.260, 0.022, 0.022, 0.012, 2, 0.88, -0.44, -0.45, 2.00, 0.00, 0.00, 0.00, 0.00, 308.55
2024/09/16, 09:21:58.953, 72.926, -4.520, 10.59, 309.020, 308.490, 0.5300, 0.950, -0.970, -0.320, 0.022, 0.022, 0.012, 2, 1.48, -0.83, 0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 309.03
2024/09/16, 09:22:08.953, 72.926, -4.521, 10.66, 308.740, 308.030, 0.7100, -0.430, 0.490, -0.270, 0.022, 0.022, 0.012, 2, 0.07, 0.25, 0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 308.83
2024/09/16, 09:22:18.953, 72.927, -4.522, 10.63, 308.640, 308.190, 0.4500, -1.660, 0.580, 0.600, 0.022, 0.022, 0.012, 2, -1.40, -0.01, -0.12, 2.00, 0.00, 0.00, 0.00, 0.00, 308.67
2024/09/16, 09:22:28.953, 72.927, -4.524, 10.39, 308.910, 309.200, -0.2900, -3.850, 0.290, -0.740, 0.022, 0.022, 0.012, 2, -3.76, 0.03, 1.16, 2.00, 0.00, 0.00, 0.00, 0.00, 309.28
2024/09/16, 09:22:38.953, 72.927, -4.525, 10.38, 307.770, 307.400, 0.3700, -2.130, 0.630, 1.000, 0.022, 0.022, 0.012, 2, -2.58, 0.91, -0.90, 2.00, 0.00, 0.00, 0.00, 0.00, 307.93
2024/09/16, 09:22:48.953, 72.927, -4.526, 10.39, 309.420, 308.480, 0.9400, 1.160, -1.690, -0.460, 0.022, 0.022, 0.012, 2, 2.03, -1.75, 0.74, 2.00, 0.00, 0.00, 0.00, 0.00, 308.96
2024/09/16, 09:22:58.953, 72.928, -4.528, 10.20, 308.840, 308.550, 0.2900, -0.730, 0.290, -0.410, 0.022, 0.022, 0.012, 2, -0.05, -0.08, 1.00, 2.00, 0.00, 0.00, 0.00, 0.00, 308.95
2024/09/16, 09:23:08.953, 72.928, -4.529, 10.21, 307.470, 307.700, -0.2300, -0.290, -0.420, 1.120, 0.022, 0.022, 0.012, 2, -0.71, -0.40, -0.79, 2.00, 0.00, 0.00, 0.00, 0.00, 307.80
2024/09/16, 09:23:18.953, 72.928, -4.530, 10.33, 308.760, 308.250, 0.5100, -0.320, -0.210, 0.020, 0.022, 0.022, 0.012, 2, 0.03, -0.39, 0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 308.76
2024/09/16, 09:23:28.954, 72.929, -4.532, 10.37, 308.460, 307.680, 0.7800, -2.050, 0.910, -0.070, 0.022, 0.022, 0.012, 2, -1.31, 1.15, 0.32, 2.00, 0.00, 0.00, 0.00, 0.00, 308.59
2024/09/16, 09:23:38.954, 72.929, -4.533, 10.39, 308.890, 308.110, 0.7800, 0.360, -1.500, 0.330, 0.022, 0.022, 0.012, 2, 1.18, -0.84, -0.34, 2.00, 0.00, 0.00, 0.00, 0.00, 308.54
2024/09/16, 09:23:48.954, 72.929, -4.534, 10.35, 310.760, 310.110, 0.6500, 2.410, -2.120, -0.650, 0.022, 0.022, 0.012, 2, 3.78, -2.51, 0.95, 2.00, 0.00, 0.00, 0.00, 0.00, 310.43
2024/09/16, 09:23:58.954, 72.929, -4.536, 10.31, 311.140, 310.680, 0.4600, -2.760, 1.270, -0.360, 0.022, 0.022, 0.012, 2, -0.85, 0.44, 0.87, 2.00, 0.00, 0.00, 0.00, 0.00, 311.19
2024/09/16, 09:24:08.954, 72.930, -4.537, 10.39, 307.860, 308.580, -0.7200, -4.760, 1.830, 0.310, 0.022, 0.022, 0.012, 2, -4.26, 1.47, -0.06, 2.00, 0.00, 0.00, 0.00, 0.00, 308.35
2024/09/16, 09:24:18.954, 72.930, -4.538, 10.15, 307.030, 307.380, -0.3500, -1.490, 1.110, 0.950, 0.022, 0.022, 0.012, 2, -2.39, 1.10, -0.93, 2.00, 0.00, 0.00, 0.00, 0.00, 307.29
2024/09/16, 09:24:28.954, 72.930, -4.539, 10.03, 308.510, 307.630, 0.8800, 1.810, 1.180, 0.490, 0.022, 0.022, 0.012, 2, 1.42, 0.98, -0.40, 2.00, 0.00, 0.00, 0.00, 0.00, 308.34
2024/09/16, 09:24:38.954, 72.931, -4.541, 10.14, 307.990, 307.280, 0.7100, 1.170, 1.340, 0.160, 0.022, 0.022, 0.012, 2, 0.90, 1.78, -0.48, 2.00, 0.00, 0.00, 0.00, 0.00, 307.97
2024/09/16, 09:24:48.954, 72.931, -4.542, 10.20, 308.790, 308.050, 0.7400, 0.350, -0.900, 0.160, 0.022, 0.022, 0.012, 2, 0.50, -0.10, -0.60, 2.00, 0.00, 0.00, 0.00, 0.00, 308.52
2024/09/16, 09:24:58.954, 72.931, -4.543, 10.03, 310.430, 310.080, 0.3500, 1.070, -2.600, -0.900, 0.022, 0.022, 0.012, 2, 1.99, -2.53, 0.73, 2.00, 0.00, 0.00, 0.00, 0.00, 310.20
2024/09/16, 09:25:08.954, 72.932, -4.544, 9.80, 309.210, 308.920, 0.2900, -1.450, 1.050, -0.400, 0.022, 0.022, 0.012, 2, -0.54, 0.82, 0.53, 2.00, 0.00, 0.00, 0.00, 0.00, 309.45
2024/09/16, 09:25:18.954, 72.932, -4.546, 9.89, 308.030, 307.730, 0.3000, -1.910, 0.360, 0.010, 0.022, 0.022, 0.012, 2, -1.66, 0.41, -0.05, 2.00, 0.00, 0.00, 0.00, 0.00, 308.05
2024/09/16, 09:25:28.954, 72.932, -4.547, 10.40, 307.890, 307.270, 0.6200, 0.070, -0.010, -0.350, 0.022, 0.022, 0.012, 2, -0.17, -0.27, 0.37, 2.00, 0.00, 0.00, 0.00, 0.00, 307.69
2024/09/16, 09:25:38.954, 72.932, -4.548, 10.52, 309.250, 308.540, 0.7100, 0.010, -0.430, -0.300, 0.022, 0.022, 0.012, 2, 0.27, -0.19, -0.07, 2.00, 0.00, 0.00, 0.00, 0.00, 308.99
2024/09/16, 09:25:48.954, 72.933, -4.550, 10.43, 309.280, 308.880, 0.4000, -0.470, -0.150, -0.870, 0.022, 0.022, 0.012, 2, 0.68, -0.11, 0.70, 2.00, 0.00, 0.00, 0.00, 0.00, 309.21
2024/09/16, 09:25:58.954, 72.933, -4.551, 10.32, 307.790, 307.440, 0.3500, -2.020, 1.560, 0.050, 0.022, 0.022, 0.012, 2, -1.58, 1.74, -0.37, 2.00, 0.00, 0.00, 0.00, 0.00, 308.04
2024/09/16, 09:26:08.954, 72.933, -4.552, 10.36, 306.330, 306.010, 0.3200, 0.600, 0.610, 0.720, 0.022, 0.022, 0.012, 2, 0.28, 0.82, -0.97, 2.00, 0.00, 0.00, 0.00, 0.00, 306.23
2024/09/16, 09:26:18.955, 72.934, -4.554, 10.42, 308.220, 307.730, 0.4900, 1.470, -2.510, -0.980, 0.022, 0.022, 0.012, 2, 1.53, -2.44, 0.88, 2.00, 0.00, 0.00, 0.00, 0.00, 307.98
2024/09/16, 09:26:28.955, 72.934, -4.555, 10.45, 308.890, 308.820, 0.0700, -0.680, 0.870, -0.440, 0.022, 0.022, 0.012, 2, -0.54, 0.53, 0.58, 2.00, 0.00, 0.00, 0.00, 0.00, 309.20
2024/09/16, 09:26:38.955, 72.934, -4.556, 10.47, 308.190, 308.160, 0.0300, -1.060, 1.610, 0.810, 0.022, 0.022, 0.012, 2, -1.27, 1.35, -0.52, 2.00, 0.00, 0.00, 0.00, 0.00, 308.41
2024/09/16, 09:26:48.955, 72.935, -4.558, 10.33, 308.680, 308.500, 0.1800, -0.680, 1.680, 0.910, 0.022, 0.022, 0.012, 2, -0.85, 1.80, -0.72, 2.00, 0.00, 0.00, 0.00, 0.00, 308.83
2024/09/16, 09:26:58.955, 72.935, -4.559, 10.33, 308.090, 308.280, -0.1900, -0.870, 0.740, 0.510, 0.022, 0.022, 0.012, 2, -1.11, 0.78, -0.27, 2.00, 0.00, 0.00, 0.00, 0.00, 308.28
2024/09/16, 09:27:08.955, 72.935, -4.560, 10.40, 307.640, 307.300, 0.3400, 1.130, -0.580, 0.890, 0.022, 0.022, 0.012, 2, 0.40, -0.14, -0.82, 2.00, 0.00, 0.00, 0.00, 0.00, 307.62
2024/09/16, 09:27:18.955, 72.935, -4.562, 10.36, 308.940, 308.230, 0.7100, 1.810, 0.020, 0.310, 0.022, 0.022, 0.012, 2, 2.13, -0.20, -0.11, 2.00, 0.00, 0.00, 0.00, 0.00, 308.81
2024/09/16, 09:27:28.955, 72.936, -4.563, 10.37, 308.710, 308.850, -0.1400, -2.040, 0.570, -0.360, 0.022, 0.022, 0.012, 2, -1.40, 0.56, 0.59, 2.00, 0.00, 0.00, 0.00, 0.00, 309.09
2024/09/16, 09:27:38.955, 72.936, -4.564, 10.36, 307.220, 307.060, 0.1600, -2.200, 1.940, 1.340, 0.022, 0.022, 0.012, 2, -2.29, 2.07, -1.08, 2.00, 0.00, 0.00, 0.00, 0.00, 307.42
2024/09/16, 09:27:48.955, 72.936, -4.565, 10.48, 306.820, 306.030, 0.7900, 1.990, 1.040, 0.980, 0.022, 0.022, 0.012, 2, 1.54, 1.43, -1.02, 2.00, 0.00, 0.00, 0.00, 0.00, 306.78
2024/09/16, 09:27:58.955, 72.937, -4.567, 10.53, 307.850, 307.450, 0.4000, 0.540, -0.050, 0.160, 0.022, 0.022, 0.012, 2, 0.47, -0.20, 0.26, 2.00, 0.00, 0.00, 0.00, 0.00, 307.81
2024/09/16, 09:28:08.955, 72.937, -4.568, 10.36, 307.460, 307.610, -0.1500, -0.830, 1.180, 0.770, 0.022, 0.022, 0.012, 2, -1.21, 0.84, -0.30, 2.00, 0.00, 0.00, 0.00, 0.00, 307.67
2024/09/16, 09:28:18.955, 72.937, -4.569, 10.24, 307.380, 307.050, 0.3300, 2.250, 1.480, 1.560, 0.022, 0.022, 0.012, 2, 1.41, 1.71, -1.30, 2.00, 0.00, 0.00, 0.00, 0.00, 307.53
2024/09/16, 09:28:28.955, 72.937, -4.571, 10.17, 308.050, 307.510, 0.5400, 3.000, -0.290, 0.690, 0.022, 0.022, 0.012, 2, 2.54, -0.13, -0.32, 2.00, 0.00, 0.00, 0.00, 0.00, 307.91
2024/09/16, 09:28:38.955, 72.938, -4.572, 10.18, 309.270, 308.940, 0.3300, 0.900, -0.660, -0.680, 0.022, 0.022, 0.012, 2, 1.62, -0.64, 0.99, 2.00, 0.00, 0.00, 0.00, 0.00, 309.16
2024/09/16, 09:28:48.955, 72.938, -4.573, 10.22, 308.960, 308.830, 0.1300, -2.040, 0.050, -0.190, 0.022, 0.022, 0.012, 2, -1.21, -0.06, 0.55, 2.00, 0.00, 0.00, 0.00, 0.00, 309.13
2024/09/16, 09:28:58.955, 72.938, -4.575, 10.20, 308.030, 307.770, 0.2600, -1.100, 0.370, 0.950, 0.022, 0.022, 0.012, 2, -1.18, 0.30, -0.61, 2.00, 0.00, 0.00, 0.00, 0.00, 308.17
2024/09/16, 09:29:08.956, 72.939, -4.576, 10.16, 307.910, 307.920, -0.0100, 0.040, -0.130, -0.120, 0.022, 0.022, 0.012, 2, -0.33, -0.29, 0.36, 2.00, 0.00, 0.00, 0.00, 0.00, 308.00
2024/09/16, 09:29:18.956, 72.939, -4.577, 10.19, 308.460, 308.620, -0.1600, -0.960, 0.400, 0.460, 0.022, 0.022, 0.012, 2, -1.25, 0.50, -0.45, 2.00, 0.00, 0.00, 0.00, 0.00, 308.59
2024/09/16, 09:29:28.956, 72.939, -4.579, 10.28, 308.520, 308.060, 0.4600, -0.680, -0.040, -0.460, 0.022, 0.022, 0.012, 2, -0.39, 0.23, 0.37, 2.00, 0.00, 0.00, 0.00, 0.00, 308.44
2024/09/16, 09:29:38.956, 72.939, -4.580, 10.37, 309.170, 309.040, 0.1300, 0.090, -0.680, -0.600, 0.022, 0.022, 0.012, 2, 0.42, -0.78, 0.49, 2.00, 0.00, 0.00, 0.00, 0.00, 309.17
2024/09/16, 09:29:48.956, 72.940, -4.581, 10.44, 308.950, 309.070, -0.1200, -1.450, 0.220, -0.670, 0.022, 0.022, 0.012, 2, -0.90, -0.25, 0.77, 2.00, 0.00, 0.00, 0.00, 0.00, 309.16
2024/09/16, 09:29:58.956, 72.940, -4.583, 10.50, 308.210, 308.150, 0.0600, -2.910, 2.180, -0.110, 0.022, 0.022, 0.012, 2, -2.99, 2.23, -0.10, 2.00, 0.00, 0.00, 0.00, 0.00, 308.38
2024/09/16, 09:30:08.956, 72.940, -4.584, 10.52, 306.810, 306.780, 0.0300, -0.110, 0.910, 0.660, 0.022, 0.022, 0.012, 2, -0.85, 1.38, -0.97, 2.00, 0.00, 0.00, 0.00, 0.00, 306.78
2024/09/16, 09:30:18.956, 72.941, -4.585, 10.53, 307.470, 307.010, 0.4600, 2.440, -0.750, 0.460, 0.022, 0.022, 0.012, 2, 1.36, -0.69, -0.48, 2.00, 0.00, 0.00, 0.00, 0.00, 307.36
2024/09/16, 09:30:28.956, 72.941, -4.587, 10.56, 308.220, 307.520, 0.7000, 4.460, -1.200, 0.280, 0.022, 0.022, 0.012, 2, 4.49, -1.01, -0.46, 2.00, 0.00, 0.00, 0.00, 0.00, 307.96
2024/09/16, 09:30:38.956, 72.941, -4.588, 10.57, 309.100, 308.890, 0.2100, 1.460, -0.610, -0.700, 0.022, 0.022, 0.012, 2, 2.33, -0.80, 0.67, 2.00, 0.00, 0.00, 0.00, 0.00, 309.12
2024/09/16, 09:30:48.956, 72.942, -4.589, 10.85, 308.360, 308.380, -0.0200, -3.050, 1.920, -0.160, 0.022, 0.022, 0.012, 2, -2.32, 1.40, 0.43, 2.00, 0.00, 0.00, 0.00, 0.00, 308.45
2024/09/16, 09:30:58.956, 72.942, -4.591, 10.60, 306.650, 306.860, -0.2100, -2.050, 2.000, 0.690, 0.022, 0.022, 0.012, 2, -2.48, 1.71, -0.44, 2.00, 0.00, 0.00, 0.00, 0.00, 306.80
2024/09/16, 09:31:08.956, 72.942, -4.592, 10.40, 306.740, 306.070, 0.6700, 1.420, 1.320, 0.380, 0.022, 0.022, 0.012, 2, 0.68, 1.65, -0.45, 2.00, 0.00, 0.00, 0.00, 0.00, 306.63
2024/09/16, 09:31:18.956, 72.942, -4.593, 10.39, 307.590, 307.020, 0.5700, 2.290, 0.140, 0.510, 0.022, 0.022, 0.012, 2, 1.47, 0.88, -0.51, 2.00, 0.00, 0.00, 0.00, 0.00, 307.44
2024/09/16, 09:31:28.956, 72.943, -4.594, 10.39, 307.540, 307.160, 0.3800, 2.150, -0.080, 0.430, 0.022, 0.022, 0.012, 2, 1.79, 0.03, -0.28, 2.00, 0.00, 0.00, 0.00, 0.00, 307.41
2024/09/16, 09:31:38.956, 72.943, -4.596, 10.36, 307.770, 307.250, 0.5200, 1.810, 0.330, 0.130, 0.022, 0.022, 0.012, 2, 1.94, 0.18, -0.02, 2.00, 0.00, 0.00, 0.00, 0.00, 307.67
2024/09/16, 09:31:48.956, 72.943, -4.597, 10.36, 307.970, 307.670, 0.3000, -0.010, 0.350, -0.060, 0.022, 0.022, 0.012, 2, 0.08, 0.35, 0.22, 2.00, 0.00, 0.00, 0.00, 0.00, 307.97
2024/09/16, 09:31:58.957, 72.944, -4.598, 10.32, 307.220, 307.540, -0.3200, -1.450, 0.940, 0.500, 0.022, 0.022, 0.012, 2, -2.03, 0.94, -0.02, 2.00, 0.00, 0.00, 0.00, 0.00, 307.50
2024/09/16, 09:32:08.957, 72.944, -4.600, 10.40, 307.450, 307.250, 0.2000, 1.160, -0.670, 1.250, 0.022, 0.022, 0.012, 2, 0.69, -0.49, -0.98, 2.00, 0.00, 0.00, 0.00, 0.00, 307.36
2024/09/16, 09:32:18.957, 72.944, -4.601, 10.40, 309.200, 308.990, 0.2100, 0.770, -1.090, -0.540, 0.022, 0.022, 0.012, 2, 1.12, -1.60, 1.05, 2.00, 0.00, 0.00, 0.00, 0.00, 309.16
2024/09/16, 09:32:28.957, 72.944, -4.602, 10.15, 308.660, 308.980, -0.3200, -1.950, 1.650, 0.070, 0.022, 0.022, 0.012, 2, -1.61, 1.39, 0.27, 2.00, 0.00, 0.00, 0.00, 0.00, 309.08
2024/09/16, 09:32:38.957, 72.945, -4.604, 10.20, 308.650, 308.260, 0.3900, -1.160, 0.680, 0.580, 0.022, 0.022, 0.012, 2, -0.93, 0.73, -0.36, 2.00, 0.00, 0.00, 0.00, 0.00, 308.42
2024/09/16, 09:32:48.957, 72.945, -4.605, 10.25, 309.560, 308.880, 0.6800, -0.130, -0.830, -0.260, 0.022, 0.022, 0.012, 2, 0.17, -0.29, 0.15, 2.00, 0.00, 0.00, 0.00, 0.00, 309.21
2024/09/16, 09:32:58.957, 72.945, -4.606, 10.22, 309.240, 309.320, -0.0800, 0.290, -0.040, -0.180, 0.022, 0.022, 0.012, 2, 0.32, -0.41, 0.17, 2.00, 0.00, 0.00, 0.00, 0.00, 309.15
2024/09/16, 09:33:08.957, 72.946, -4.608, 10.21, 308.600, 308.150, 0.4500, -0.440, 1.570, 0.960, 0.022, 0.022, 0.012, 2, -0.42, 1.32, -0.85, 2.00, 0.00, 0.00, 0.00, 0.00, 308.56
2024/09/16, 09:33:18.957, 72.946, -4.609, 10.20, 307.860, 307.350, 0.5100, 1.080, 1.730, 1.090, 0.022, 0.022, 0.012, 2, 0.71, 1.63, -1.05, 2.00, 0.00, 0.00, 0.00, 0.00, 307.75
2024/09/16, 09:33:28.957, 72.946, -4.610, 10.09, 307.950, 307.270, 0.6800, 0.540, -0.470, 0.390, 0.022, 0.022, 0.012, 2, 0.69, -0.10, -0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 307.71
2024/09/16, 09:33:38.957, 72.946, -4.611, 9.99, 310.010, 309.660, 0.3500, -0.150, -0.360, -0.710, 0.022, 0.022, 0.012, 2, 0.68, -0.37, 0.93, 2.00, 0.00, 0.00, 0.00, 0.00, 309.87
2024/09/16, 09:33:48.957, 72.947, -4.613, 10.00, 308.720, 308.860, -0.1400, -1.560, 1.950, 0.490, 0.022, 0.022, 0.012, 2, -1.61, 1.78, -0.37, 2.00, 0.00, 0.00, 0.00, 0.00, 308.93
2024/09/16, 09:33:58.957, 72.947, -4.614, 10.07, 307.160, 306.880, 0.2800, -0.490, 1.480, 0.710, 0.022, 0.022, 0.012, 2, -1.21, 2.22, -0.84, 2.00, 0.00, 0.00, 0.00, 0.00, 307.29
2024/09/16, 09:34:08.957, 72.947, -4.615, 10.17, 306.950, 306.470, 0.4800, 3.210, 1.400, 0.950, 0.022, 0.022, 0.012, 2, 1.93, 1.73, -1.05, 2.00, 0.00, 0.00, 0.00, 0.00, 306.91
2024/09/16, 09:34:18.957, 72.948, -4.617, 10.49, 308.570, 307.950, 0.6200, 3.980, -1.890, -0.220, 0.022, 0.022, 0.012, 2, 3.46, -1.62, 0.22, 2.00, 0.00, 0.00, 0.00, 0.00, 308.20
2024/09/16, 09:34:28.957, 72.948, -4.618, 10.30, 309.890, 308.830, 1.0600, 2.310, 0.120, -0.700, 0.022, 0.022, 0.012, 2, 3.18, -0.20, 0.78, 2.00, 0.00, 0.00, 0.00, 0.00, 309.53
2024/09/16, 09:34:38.957, 72.948, -4.619, 10.31, 308.920, 308.780, 0.1400, -1.480, -0.310, -0.530, 0.022, 0.022, 0.012, 2, -1.20, -0.04, 0.24, 2.00, 0.00, 0.00, 0.00, 0.00, 308.85
2024/09/16, 09:34:48.958, 72.949, -4.621, 10.34, 307.300, 307.450, -0.1500, -1.560, 0.010, -0.590, 0.022, 0.022, 0.012, 2, -1.46, -0.06, 0.61, 2.00, 0.00, 0.00, 0.00, 0.00, 307.44
2024/09/16, 09:34:58.958, 72.949, -4.622, 10.19, 307.370, 306.900, 0.4700, 0.110, 1.510, 0.430, 0.022, 0.022, 0.012, 2, 0.06, 1.56, -0.47, 2.00, 0.00, 0.00, 0.00, 0.00, 307.38
2024/09/16, 09:35:08.958, 72.949, -4.623, 10.14, 306.940, 306.450, 0.4900, 2.720, -0.150, 1.000, 0.022, 0.022, 0.012, 2, 2.17, -0.11, -1.09, 2.00, 0.00, 0.00, 0.00, 0.00, 306.83
2024/09/16, 09:35:18.958, 72.949, -4.625, 10.14, 308.010, 307.430, 0.5800, 1.900, -1.060, -0.420, 0.022, 0.022, 0.012, 2, 2.12, -0.86, 0.30, 2.00, 0.00, 0.00, 0.00, 0.00, 307.80
2024/09/16, 09:35:28.958, 72.950, -4.626, 10.13, 308.490, 308.810, -0.3200, -1.130, 1.250, -0.370, 0.022, 0.022, 0.012, 2, -1.08, 0.83, 0.45, 2.00, 0.00, 0.00, 0.00, 0.00, 308.78
2024/09/16, 09:35:38.958, 72.950, -4.627, 10.13, 307.760, 308.180, -0.4200, -2.250, 1.080, 0.840, 0.022, 0.022, 0.012, 2, -2.75, 0.94, -0.70, 2.00, 0.00, 0.00, 0.00, 0.00, 308.07
2024/09/16, 09:35:48.958, 72.950, -4.629, 10.16, 307.940, 307.820, 0.1200, 0.060, -0.040, 0.280, 0.022, 0.022, 0.012, 2, -0.24, -0.01, -0.18, 2.00, 0.00, 0.00, 0.00, 0.00, 307.89
2024/09/16, 09:35:58.958, 72.951, -4.630, 10.19, 307.480, 307.460, 0.0200, 0.350, 0.890, -0.020, 0.022, 0.022, 0.012, 2, 0.18, 0.94, -0.12, 2.00, 0.00, 0.00, 0.00, 0.00, 307.54
2024/09/16, 09:36:08.958, 72.951, -4.631, 10.28, 308.300, 308.250, 0.0500, -0.910, -0.140, 0.840, 0.022, 0.022, 0.012, 2, -0.83, -0.28, -0.84, 2.00, 0.00, 0.00, 0.00, 0.00, 308.11
2024/09/16, 09:36:18.958, 72.951, -4.633, 10.30, 308.540, 308.880, -0.3400, -0.190, 0.720, -0.540, 0.022, 0.022, 0.012, 2, 0.34, -0.22, 1.16, 2.00, 0.00, 0.00, 0.00, 0.00, 308.79
2024/09/16, 09:36:28.958, 72.951, -4.634, 10.32, 307.870, 307.860, 0.0100, -2.570, 2.120, 1.290, 0.022, 0.022, 0.012, 2, -2.91, 2.34, -1.01, 2.00, 0.00, 0.00, 0.00, 0.00, 308.20
2024/09/16, 09:36:38.958, 72.952, -4.635, 10.38, 308.720, 308.020, 0.7000, 0.880, 0.240, 1.470, 0.022, 0.022, 0.012, 2, 0.60, 0.73, -1.34, 2.00, 0.00, 0.00, 0.00, 0.00, 308.45
2024/09/16, 09:36:48.958, 72.952, -4.636, 10.34, 309.070, 308.620, 0.4500, 3.070, -0.800, 0.170, 0.022, 0.022, 0.012, 2, 2.95, -0.76, 0.17, 2.00, 0.00, 0.00, 0.00, 0.00, 308.93
2024/09/16, 09:36:58.958, 72.952, -4.638, 10.15, 308.530, 308.130, 0.4000, 2.730, -0.780, 0.370, 0.022, 0.022, 0.012, 2, 2.23, -0.61, -0.21, 2.00, 0.00, 0.00, 0.00, 0.00, 308.41
2024/09/16, 09:37:08.958, 72.953, -4.639, 10.22, 308.480, 308.220, 0.2600, 1.830, 0.170, 0.300, 0.022, 0.022, 0.012, 2, 2.17, -0.16, 0.02, 2.00, 0.00, 0.00, 0.00, 0.00, 308.43
2024/09/16, 09:37:18.958, 72.953, -4.640, 10.26, 308.300, 307.910, 0.3900, -0.570, -0.750, -0.440, 0.022, 0.022, 0.012, 2, -0.10, -0.76, 0.72, 2.00, 0.00, 0.00, 0.00, 0.00, 308.18
2024/09/16, 09:37:28.959, 72.953, -4.642, 10.23, 308.610, 308.410, 0.2000, -0.770, -0.560, 0.070, 0.022, 0.022, 0.012, 2, -0.59, -1.03, 0.34, 2.00, 0.00, 0.00, 0.00, 0.00, 308.49
2024/09/16, 09:37:38.959, 72.953, -4.643, 10.21, 309.080, 308.110, 0.9700, -0.270, 0.230, 0.180, 0.022, 0.022, 0.012, 2, 0.40, 0.70, -0.19, 2.00, 0.00, 0.00, 0.00, 0.00, 308.73
2024/09/16, 09:37:48.959, 72.954, -4.644, 10.18, 308.130, 307.930, 0.2000, -0.810, -0.890, -1.010, 0.022, 0.022, 0.012, 2, -0.27, -0.19, 0.89, 2.00, 0.00, 0.00, 0.00, 0.00, 307.99
2024/09/16, 09:37:58.959, 72.954, -4.646, 10.17, 309.810, 310.540, -0.7300, -2.440, -0.760, -0.110, 0.022, 0.022, 0.012, 2, -2.73, -0.66, 0.42, 2.00, 0.00, 0.00, 0.00, 0.00, 309.99
2024/09/16, 09:38:08.959, 72.954, -4.647, 10.13, 310.360, 309.480, 0.8800, -0.170, 1.380, 0.820, 0.022, 0.022, 0.012, 2, 0.41, 1.03, -0.32, 2.00, 0.00, 0.00, 0.00, 0.00, 310.01
2024/09/16, 09:38:18.959, 72.955, -4.648, 10.27, 310.130, 309.320, 0.8100, 0.580, -0.400, -0.180, 0.022, 0.022, 0.012, 2, 0.92, -0.10, 0.38, 2.00, 0.00, 0.00, 0.00, 0.00, 309.90
2024/09/16, 09:38:28.959, 72.955, -4.650, 10.36, 310.550, 310.040, 0.5100, -1.260, -0.160, -0.630, 0.022, 0.022, 0.012, 2, -0.86, 0.09, 0.75, 2.00, 0.00, 0.00, 0.00, 0.00, 310.32
