WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, CNAV_LAT, CNAV_LON, CNAV_COG, CNAV_SOG, DPS112_LAT, DPS112_LON, DPS_COG, SPD, GYRO_HDT, SEAPATH_LAT, SEAPATH_LON, SEAPATH_COG, SEAPATH_SOG, POSMV_LAT, POSMV_LON, CNAV_DECMIN, CNAV_DECMIN
2024/09/16, 00:00:08.673, 72.373, -2.215, 314.500, 9.890, 72.373, -2.215, 312.190000, 10.48, 314.850, 7222.380605, 212.933230, 312.68, 10.00, 7222.378330, 212.925980, 7222.372382, 212.927414
2024/09/16, 00:00:18.673, 72.373, -2.217, 314.900, 9.970, 72.373, -2.216, 314.780000, 10.50, 314.220, 7222.400318, 212.998879, 313.59, 9.60, 7222.398080, 212.991870, 7222.392256, 212.992311
2024/09/16, 00:00:28.673, 72.374, -2.218, 314.800, 9.980, 72.374, -2.217, 314.280000, 10.53, 313.480, 7222.419611, 213.064802, 316.56, 10.60, 7222.417190, 213.057270, 7222.411549, 213.057462
2024/09/16, 00:00:38.674, 72.374, -2.219, 314.600, 9.940, 72.374, -2.218, 315.230000, 10.50, 314.620, 7222.438390, 213.128828, 316.08, 10.80, 7222.436060, 213.121230, 7222.430589, 213.122269
2024/09/16, 00:00:48.674, 72.374, -2.220, 314.700, 9.980, 72.374, -2.219, 315.560000, 10.47, 315.870, 7222.457911, 213.192256, 309.95, 9.70, 7222.455890, 213.185120, 7222.450161, 213.187602
2024/09/16, 00:00:58.674, 72.374, -2.221, 314.200, 9.950, 72.375, -2.221, 317.670000, 10.47, 315.050, 7222.477294, 213.258445, 313.16, 9.10, 7222.475310, 213.251980, 7222.468948, 213.253244
2024/09/16, 00:01:08.674, 72.375, -2.222, 314.500, 9.960, 72.375, -2.222, 316.710000, 10.34, 315.350, 7222.496650, 213.323389, 315.88, 10.10, 7222.494360, 213.316570, 7222.488383, 213.317484
2024/09/16, 00:01:18.674, 72.375, -2.223, 314.700, 9.900, 72.375, -2.223, 314.890000, 10.31, 315.770, 7222.515476, 213.385888, 312.33, 11.10, 7222.513110, 213.378170, 7222.507490, 213.380578
2024/09/16, 00:01:28.674, 72.375, -2.224, 314.500, 9.880, 72.376, -2.224, 314.850000, 10.38, 316.120, 7222.534314, 213.448928, 311.50, 9.00, 7222.532360, 213.442550, 7222.526598, 213.445162
2024/09/16, 00:01:38.674, 72.376, -2.225, 314.600, 10.010, 72.376, -2.225, 317.810000, 10.38, 315.930, 7222.554939, 213.515943, 309.22, 8.20, 7222.552960, 213.509620, 7222.546585, 213.511085
2024/09/16, 00:01:48.674, 72.376, -2.226, 314.200, 9.950, 72.376, -2.226, 311.570000, 10.39, 313.310, 7222.574152, 213.581706, 311.84, 10.40, 7222.571710, 213.573850, 7222.565308, 213.575269
2024/09/16, 00:01:58.674, 72.376, -2.227, 314.100, 9.810, 72.376, -2.227, 316.170000, 10.32, 313.340, 7222.591652, 213.644564, 316.36, 10.80, 7222.589130, 213.637210, 7222.583805, 213.638462
2024/09/16, 00:02:08.674, 72.377, -2.228, 314.100, 9.860, 72.377, -2.228, 311.160000, 10.35, 314.680, 7222.610752, 213.710256, 313.25, 9.00, 7222.608670, 213.703500, 7222.602975, 213.704184
2024/09/16, 00:02:18.674, 72.377, -2.229, 314.000, 9.920, 72.377, -2.229, 314.140000, 10.48, 314.310, 7222.630578, 213.776493, 314.91, 10.30, 7222.628170, 213.769010, 7222.622048, 213.769950
2024/09/16, 00:02:28.674, 72.377, -2.231, 314.000, 9.810, 72.377, -2.230, 317.250000, 10.57, 314.370, 7222.648640, 213.839761, 316.86, 11.30, 7222.646160, 213.831820, 7222.640511, 213.833530
2024/09/16, 00:02:38.674, 72.378, -2.232, 314.200, 9.850, 72.378, -2.231, 313.130000, 10.61, 316.580, 7222.667513, 213.902526, 312.35, 9.50, 7222.665520, 213.895660, 7222.659914, 213.898334
2024/09/16, 00:02:48.674, 72.378, -2.233, 314.400, 9.910, 72.378, -2.232, 316.170000, 10.43, 315.400, 7222.687791, 213.968404, 314.79, 8.60, 7222.685800, 213.962020, 7222.679476, 213.963336
2024/09/16, 00:02:58.674, 72.378, -2.234, 314.600, 9.950, 72.378, -2.233, 315.990000, 10.39, 313.350, 7222.707327, 214.035221, 313.91, 10.00, 7222.705050, 214.027600, 7222.698883, 214.027700
2024/09/16, 00:03:08.674, 72.379, -2.235, 314.800, 9.820, 72.379, -2.234, 316.800000, 10.44, 314.490, 7222.725539, 214.096842, 314.27, 11.30, 7222.723050, 214.088910, 7222.717617, 214.089852
2024/09/16, 00:03:18.674, 72.379, -2.236, 314.600, 9.770, 72.379, -2.236, 317.650000, 10.40, 316.130, 7222.744085, 214.158675, 313.83, 9.60, 7222.741880, 214.152060, 7222.736375, 214.153992
2024/09/16, 00:03:28.674, 72.379, -2.237, 314.200, 9.810, 72.379, -2.237, 316.460000, 10.23, 313.910, 7222.763137, 214.225332, 314.29, 9.40, 7222.760870, 214.218690, 7222.755090, 214.219292
2024/09/16, 00:03:38.675, 72.380, -2.238, 313.800, 9.640, 72.380, -2.238, 315.320000, 10.14, 313.940, 7222.780729, 214.288092, 313.32, 10.50, 7222.778380, 214.280620, 7222.772723, 214.281336
2024/09/16, 00:03:48.675, 72.380, -2.239, 314.100, 9.540, 72.380, -2.239, 318.900000, 10.12, 315.710, 7222.798800, 214.348475, 313.96, 9.30, 7222.796640, 214.342000, 7222.790933, 214.343058
2024/09/16, 00:03:58.675, 72.380, -2.240, 314.100, 9.370, 72.380, -2.240, 315.650000, 9.92, 313.840, 7222.816393, 214.409419, 315.04, 8.40, 7222.814380, 214.403360, 7222.808434, 214.402994
2024/09/16, 00:04:08.675, 72.380, -2.241, 313.800, 9.030, 72.380, -2.241, 314.280000, 9.55, 314.090, 7222.832352, 214.465590, 315.48, 9.40, 7222.830150, 214.459140, 7222.824449, 214.459740
2024/09/16, 00:04:18.675, 72.381, -2.242, 313.700, 8.610, 72.381, -2.242, 313.880000, 9.07, 316.070, 7222.847316, 214.516934, 313.43, 8.80, 7222.845350, 214.510840, 7222.839607, 214.512691
2024/09/16, 00:04:28.675, 72.381, -2.243, 314.100, 8.170, 72.381, -2.242, 317.470000, 8.76, 315.110, 7222.861896, 214.565819, 311.08, 7.20, 7222.860250, 214.560390, 7222.854296, 214.561524
2024/09/16, 00:04:38.675, 72.381, -2.243, 314.200, 7.880, 72.381, -2.243, 316.980000, 8.13, 315.480, 7222.876249, 214.613646, 306.14, 6.40, 7222.874790, 214.608590, 7222.868736, 214.609976
2024/09/16, 00:04:48.675, 72.381, -2.244, 313.900, 7.580, 72.381, -2.244, 321.860000, 7.41, 315.220, 7222.889899, 214.661319, 311.76, 6.50, 7222.888310, 214.656130, 7222.882106, 214.657041
2024/09/16, 00:04:58.675, 72.382, -2.245, 313.700, 7.240, 72.382, -2.245, 316.970000, 7.18, 315.000, 7222.902512, 214.706082, 313.43, 7.20, 7222.900880, 214.700610, 7222.894771, 214.701340
2024/09/16, 00:05:08.675, 72.382, -2.246, 314.100, 6.960, 72.382, -2.245, 317.330000, 7.06, 315.540, 7222.914934, 214.748135, 310.87, 6.60, 7222.913450, 214.742890, 7222.907448, 214.743726
2024/09/16, 00:05:18.675, 72.382, -2.246, 313.700, 6.740, 72.382, -2.246, 312.520000, 6.93, 315.820, 7222.927488, 214.789573, 311.07, 6.20, 7222.925990, 214.784910, 7222.919572, 214.786292
2024/09/16, 00:05:28.675, 72.382, -2.247, 314.200, 6.530, 72.382, -2.247, 316.890000, 6.76, 315.550, 7222.939472, 214.830435, 313.36, 5.80, 7222.938000, 214.826070, 7222.931705, 214.826001
2024/09/16, 00:05:38.675, 72.382, -2.248, 314.600, 6.240, 72.382, -2.247, 306.010000, 6.64, 326.000, 7222.951266, 214.863169, 326.34, 5.00, 7222.949800, 214.860030, 7222.943063, 214.863418
2024/09/16, 00:05:48.675, 72.383, -2.248, 318.600, 5.810, 72.383, -2.248, 324.850000, 6.52, 341.040, 7222.962826, 214.884697, 337.11, 4.10, 7222.961470, 214.882460, 7222.954991, 214.890261
2024/09/16, 00:05:58.675, 72.383, -2.248, 325.700, 5.160, 72.383, -2.248, 346.110000, 6.52, 358.570, 7222.972800, 214.893265, 353.49, 4.20, 7222.971380, 214.891930, 7222.966349, 214.904138
2024/09/16, 00:06:08.675, 72.383, -2.248, 333.800, 4.370, 72.383, -2.248, 359.030000, 4.89, 16.150, 7222.981058, 214.891153, 10.51, 3.00, 7222.979900, 214.890730, 7222.975821, 214.908292
2024/09/16, 00:06:18.675, 72.383, -2.248, 343.400, 3.660, 72.383, -2.248, 335.500000, 4.49, 32.310, 7222.986623, 214.883654, 34.05, 2.20, 7222.985930, 214.883840, 7222.983872, 214.905049
2024/09/16, 00:06:28.676, 72.383, -2.248, 351.600, 3.020, 72.383, -2.248, 323.930000, 3.49, 46.150, 7222.990787, 214.874956, 29.08, 1.60, 7222.990160, 214.874920, 7222.989757, 214.899394
2024/09/16, 00:06:38.676, 72.383, -2.248, 3.100, 2.270, 72.383, -2.248, 1.130000, 2.98, 56.800, 7222.993242, 214.867299, 34.95, 0.30, 7222.992950, 214.866600, 7222.992695, 214.889411
2024/09/16, 00:06:48.676, 72.383, -2.248, 15.800, 1.730, 72.383, -2.248, 75.950000, 2.00, 68.050, 7222.994319, 214.859635, 142.71, 1.30, 7222.994290, 214.859450, 7222.994710, 214.880045
2024/09/16, 00:06:58.676, 72.383, -2.248, 31.700, 1.380, 72.383, -2.248, 64.720000, 0.10, 79.590, 7222.994863, 214.850735, 126.27, 1.40, 7222.994560, 214.851070, 7222.995898, 214.869934
2024/09/16, 00:07:08.676, 72.383, -2.248, 51.400, 1.180, 72.383, -2.248, 56.510000, -0.22, 91.820, 7222.993860, 214.841219, 56.82, 0.90, 7222.993340, 214.841560, 7222.996193, 214.858686
2024/09/16, 00:07:18.676, 72.383, -2.247, 67.000, 1.200, 72.383, -2.248, 74.360000, -0.05, 103.220, 7222.992285, 214.832971, 163.64, 0.90, 7222.992080, 214.832860, 7222.996428, 214.845902
2024/09/16, 00:07:28.676, 72.383, -2.247, 91.200, 1.160, 72.383, -2.247, 149.320000, 0.43, 114.940, 7222.990214, 214.822932, 137.67, 2.10, 7222.990220, 214.823940, 7222.994327, 214.834274
2024/09/16, 00:07:38.676, 72.383, -2.247, 103.700, 1.280, 72.383, -2.247, 116.800000, 0.76, 127.050, 7222.988078, 214.815112, 157.85, 1.00, 7222.987760, 214.814080, 7222.992526, 214.821422
2024/09/16, 00:07:48.676, 72.383, -2.247, 114.200, 1.250, 72.383, -2.247, 224.460000, 0.97, 133.430, 7222.985638, 214.805424, 154.50, 2.10, 7222.985500, 214.804450, 7222.990334, 214.811869
2024/09/16, 00:07:58.676, 72.383, -2.247, 119.100, 1.230, 72.383, -2.247, 114.400000, 1.04, 136.350, 7222.983549, 214.797968, 147.90, 0.50, 7222.983080, 214.796440, 7222.988484, 214.802440
2024/09/16, 00:08:08.676, 72.383, -2.247, 121.200, 1.180, 72.383, -2.247, 117.370000, 0.91, 137.170, 7222.981906, 214.790542, 153.32, 1.40, 7222.981640, 214.789520, 7222.986837, 214.793866
2024/09/16, 00:08:18.676, 72.383, -2.246, 122.400, 1.120, 72.383, -2.247, 166.090000, 0.58, 136.270, 7222.980446, 214.782884, 138.70, 1.60, 7222.980150, 214.782610, 7222.985249, 214.785897
2024/09/16, 00:08:28.676, 72.383, -2.246, 122.100, 0.990, 72.383, -2.247, 169.410000, 0.54, 132.910, 7222.979406, 214.775144, 116.06, 1.20, 7222.978930, 214.775270, 7222.984126, 214.779697
2024/09/16, 00:08:38.676, 72.383, -2.246, 120.600, 0.880, 72.383, -2.247, 172.010000, 0.46, 128.780, 7222.978702, 214.769391, 118.87, 1.00, 7222.978150, 214.769230, 7222.983231, 214.774012
2024/09/16, 00:08:48.676, 72.383, -2.246, 119.300, 0.650, 72.383, -2.246, 239.420000, 0.34, 125.950, 7222.977952, 214.763952, 104.54, 0.80, 7222.977410, 214.764010, 7222.982887, 214.771510
2024/09/16, 00:08:58.676, 72.383, -2.246, 110.900, 0.620, 72.383, -2.246, 103.410000, 0.28, 123.280, 7222.977474, 214.760365, 82.46, 0.20, 7222.976810, 214.759680, 7222.982541, 214.766492
2024/09/16, 00:09:08.676, 72.383, -2.246, 117.500, 0.550, 72.383, -2.246, 108.970000, 0.21, 122.880, 7222.976365, 214.755558, 42.30, 0.30, 7222.975760, 214.754920, 7222.981505, 214.763771
2024/09/16, 00:09:18.677, 72.383, -2.246, 122.000, 0.530, 72.383, -2.246, 31.430000, 0.13, 122.770, 7222.975499, 214.751599, 343.15, 0.70, 7222.974810, 214.750570, 7222.980428, 214.760119
2024/09/16, 00:09:28.677, 72.383, -2.246, 114.800, 0.500, 72.383, -2.246, 29.460000, 0.03, 123.020, 7222.974609, 214.748913, 330.21, 1.40, 7222.973760, 214.747390, 7222.979952, 214.755955
2024/09/16, 00:09:38.677, 72.383, -2.246, 117.900, 0.520, 72.383, -2.246, 43.110000, -0.14, 124.880, 7222.973649, 214.747250, 323.38, 0.20, 7222.973050, 214.745990, 7222.978963, 214.752191
2024/09/16, 00:09:48.677, 72.383, -2.246, 136.900, 0.400, 72.383, -2.246, 28.730000, -0.07, 126.790, 7222.972547, 214.745419, 336.36, 0.60, 7222.971960, 214.744300, 7222.977859, 214.752618
2024/09/16, 00:09:58.677, 72.383, -2.246, 137.100, 0.400, 72.383, -2.246, 61.070000, -0.03, 127.150, 7222.972203, 214.745874, 225.84, 0.80, 7222.971720, 214.744200, 7222.977057, 214.750137
2024/09/16, 00:10:08.677, 72.383, -2.246, 154.800, 0.370, 72.383, -2.246, 32.910000, -0.01, 127.940, 7222.971200, 214.744809, 162.25, 1.50, 7222.970920, 214.744070, 7222.976050, 214.750393
2024/09/16, 00:10:18.677, 72.383, -2.246, 173.000, 0.420, 72.383, -2.246, 187.740000, -0.12, 127.610, 7222.970235, 214.743751, 142.45, 0.70, 7222.969770, 214.743050, 7222.974753, 214.750997
2024/09/16, 00:10:28.677, 72.383, -2.246, 185.200, 0.310, 72.383, -2.246, 77.640000, -0.14, 125.440, 7222.969911, 214.743386, 313.81, 1.10, 7222.969160, 214.741880, 7222.974537, 214.751744
2024/09/16, 00:10:38.677, 72.383, -2.246, 211.100, 0.130, 72.383, -2.246, 34.010000, -0.10, 121.160, 7222.970412, 214.744721, 314.19, 2.10, 7222.969400, 214.742430, 7222.975074, 214.752622
2024/09/16, 00:10:48.677, 72.383, -2.246, 271.100, 0.090, 72.383, -2.246, 40.040000, -0.29, 118.890, 7222.970701, 214.748240, 290.41, 1.40, 7222.969870, 214.745690, 7222.975374, 214.754082
2024/09/16, 00:10:58.677, 72.383, -2.246, 283.000, 0.150, 72.383, -2.246, 4.450000, -0.40, 120.400, 7222.970127, 214.750168, 267.51, 0.40, 7222.969550, 214.748330, 7222.975312, 214.756671
2024/09/16, 00:11:08.677, 72.383, -2.246, 283.700, 0.080, 72.383, -2.246, 2.720000, -0.27, 120.610, 7222.969846, 214.751597, 170.08, 0.50, 7222.969330, 214.750230, 7222.975002, 214.757024
2024/09/16, 00:11:18.677, 72.383, -2.246, 242.400, 0.140, 72.383, -2.246, 166.450000, -0.29, 119.460, 7222.969392, 214.752965, 243.62, 0.40, 7222.968850, 214.751120, 7222.974214, 214.759554
2024/09/16, 00:11:28.677, 72.383, -2.246, 212.200, 0.160, 72.383, -2.246, 249.360000, -0.22, 119.440, 7222.968847, 214.752138, 131.90, 1.00, 7222.968450, 214.751410, 7222.973431, 214.759854
2024/09/16, 00:11:38.677, 72.383, -2.246, 191.700, 0.200, 72.383, -2.246, 59.360000, -0.16, 119.860, 7222.968348, 214.750763, 355.80, 0.60, 7222.967640, 214.749370, 7222.972719, 214.759462
2024/09/16, 00:11:48.677, 72.383, -2.246, 170.600, 0.190, 72.383, -2.246, 82.090000, -0.21, 119.510, 7222.967954, 214.750172, 193.23, 0.40, 7222.967500, 214.748460, 7222.972363, 214.758063
2024/09/16, 00:11:58.677, 72.383, -2.246, 189.300, 0.090, 72.383, -2.246, 319.680000, -0.17, 117.490, 7222.968283, 214.749023, 35.01, 0.50, 7222.967640, 214.747770, 7222.972551, 214.758644
2024/09/16, 00:12:08.678, 72.383, -2.246, 71.600, 0.010, 72.383, -2.246, 334.050000, -0.10, 117.290, 7222.968486, 214.748781, 171.98, 0.30, 7222.968120, 214.747490, 7222.972972, 214.758003
2024/09/16, 00:12:18.678, 72.383, -2.246, 98.700, 0.050, 72.383, -2.246, 145.230000, -0.11, 116.690, 7222.968677, 214.748823, 4.41, 0.20, 7222.968100, 214.747260, 7222.972871, 214.757156
2024/09/16, 00:12:28.678, 72.383, -2.246, 357.300, 0.040, 72.383, -2.246, 37.740000, -0.07, 116.380, 7222.968714, 214.748646, 284.60, 0.70, 7222.968150, 214.746420, 7222.973128, 214.757717
2024/09/16, 00:12:38.678, 72.383, -2.246, 26.600, 0.150, 72.383, -2.246, 157.780000, -0.01, 116.520, 7222.969522, 214.750502, 223.38, 0.20, 7222.969070, 214.748150, 7222.973859, 214.756096
2024/09/16, 00:12:48.678, 72.383, -2.246, 338.000, 0.190, 72.383, -2.246, 244.970000, 0.10, 116.550, 7222.970129, 214.750214, 184.12, 0.20, 7222.969750, 214.748240, 7222.974474, 214.759000
2024/09/16, 00:12:58.678, 72.383, -2.246, 341.100, 0.150, 72.383, -2.246, 224.130000, -0.20, 118.870, 7222.970286, 214.750784, 4.25, 0.50, 7222.969750, 214.748830, 7222.974677, 214.759081
2024/09/16, 00:13:08.678, 72.383, -2.246, 347.200, 0.150, 72.383, -2.246, 239.600000, -0.64, 120.130, 7222.970249, 214.750493, 330.60, 0.30, 7222.969700, 214.748440, 7222.975026, 214.759207
2024/09/16, 00:13:18.678, 72.383, -2.246, 344.900, 0.070, 72.383, -2.246, 220.900000, -0.47, 119.720, 7222.970420, 214.749459, 65.64, 0.30, 7222.969880, 214.748170, 7222.974974, 214.759056
2024/09/16, 00:13:28.678, 72.383, -2.246, 28.600, 0.050, 72.383, -2.246, 183.520000, -0.31, 120.380, 7222.970794, 214.749028, 178.11, 0.00, 7222.970190, 214.747400, 7222.975126, 214.758061
2024/09/16, 00:13:38.678, 72.383, -2.246, 66.300, 0.080, 72.383, -2.246, 165.170000, -0.15, 121.700, 7222.970929, 214.748430, 131.04, 0.30, 7222.970300, 214.746690, 7222.975300, 214.756469
2024/09/16, 00:13:48.678, 72.383, -2.246, 71.000, 0.120, 72.383, -2.246, 206.280000, -0.15, 121.940, 7222.970800, 214.746848, 52.69, 0.60, 7222.970170, 214.745710, 7222.975504, 214.754823
2024/09/16, 00:13:58.678, 72.383, -2.246, 42.600, 0.100, 72.383, -2.246, 10.910000, -0.17, 120.770, 7222.970998, 214.745275, 336.96, 0.90, 7222.970310, 214.743750, 7222.975829, 214.754926
2024/09/16, 00:14:08.678, 72.383, -2.246, 71.900, 0.110, 72.383, -2.246, 346.280000, -0.15, 121.910, 7222.971085, 214.745253, 8.03, 0.60, 7222.970460, 214.743710, 7222.975851, 214.753238
2024/09/16, 00:14:18.678, 72.383, -2.246, 26.600, 0.070, 72.383, -2.246, 9.090000, -0.11, 122.720, 7222.971435, 214.744775, 290.44, 0.30, 7222.970950, 214.743000, 7222.976306, 214.753786
2024/09/16, 00:14:28.678, 72.383, -2.246, 58.500, 0.070, 72.383, -2.246, 65.490000, -0.22, 122.580, 7222.972227, 214.745373, 146.95, 1.00, 7222.971870, 214.744150, 7222.976515, 214.752646
2024/09/16, 00:14:38.678, 72.383, -2.246, 297.600, 0.050, 72.383, -2.246, 199.870000, -0.19, 122.460, 7222.972469, 214.744799, 153.16, 0.50, 7222.972080, 214.743390, 7222.976804, 214.754166
2024/09/16, 00:14:48.678, 72.383, -2.246, 278.100, 0.070, 72.383, -2.246, 300.770000, -0.17, 121.150, 7222.972851, 214.743908, 14.51, 0.30, 7222.972260, 214.742570, 7222.977036, 214.754354
2024/09/16, 00:14:58.678, 72.383, -2.246, 28.100, 0.100, 72.383, -2.246, 58.490000, -0.19, 120.900, 7222.973524, 214.744229, 250.07, 0.70, 7222.972930, 214.742210, 7222.977780, 214.751920
2024/09/16, 00:15:08.679, 72.383, -2.246, 26.900, 0.130, 72.383, -2.246, 216.420000, -0.18, 120.830, 7222.973711, 214.743347, 285.09, 0.30, 7222.973100, 214.741520, 7222.978254, 214.751132
2024/09/16, 00:15:18.679, 72.383, -2.246, 17.000, 0.140, 72.383, -2.246, 357.560000, -0.13, 119.960, 7222.973954, 214.742492, 315.84, 0.70, 7222.973210, 214.740400, 7222.978581, 214.750910
2024/09/16, 00:15:28.679, 72.383, -2.246, 36.400, 0.150, 72.383, -2.246, 300.860000, -0.22, 119.480, 7222.974045, 214.742146, 89.03, 0.10, 7222.973440, 214.740220, 7222.978749, 214.749353
2024/09/16, 00:15:38.679, 72.383, -2.246, 38.600, 0.190, 72.383, -2.246, 132.300000, -0.37, 119.730, 7222.974119, 214.742387, 271.35, 0.30, 7222.973470, 214.739910, 7222.979121, 214.748424
2024/09/16, 00:15:48.679, 72.383, -2.246, 50.800, 0.070, 72.383, -2.246, 223.720000, -0.44, 120.840, 7222.973919, 214.740848, 160.37, 1.20, 7222.973640, 214.739450, 7222.978705, 214.749119
2024/09/16, 00:15:58.679, 72.383, -2.246, 111.000, 0.100, 72.383, -2.246, 202.700000, -0.31, 121.210, 7222.974076, 214.739334, 140.92, 0.90, 7222.973630, 214.738190, 7222.978330, 214.747722
2024/09/16, 00:16:08.679, 72.383, -2.246, 93.600, 0.150, 72.383, -2.246, 198.490000, -0.03, 120.620, 7222.974094, 214.737663, 138.16, 1.00, 7222.973620, 214.736550, 7222.978453, 214.745537
2024/09/16, 00:16:18.679, 72.383, -2.246, 113.400, 0.120, 72.383, -2.246, 200.200000, -0.17, 120.720, 7222.973724, 214.736235, 60.74, 0.50, 7222.973130, 214.735090, 7222.978195, 214.745072
2024/09/16, 00:16:28.679, 72.383, -2.246, 140.000, 0.140, 72.383, -2.246, 227.340000, -0.26, 119.940, 7222.973485, 214.734808, 106.21, 0.60, 7222.973030, 214.733890, 7222.977740, 214.744274
2024/09/16, 00:16:38.679, 72.383, -2.246, 93.000, 0.110, 72.383, -2.246, 333.880000, -0.19, 119.760, 7222.973466, 214.734592, 348.30, 0.40, 7222.972780, 214.732520, 7222.978151, 214.742822
2024/09/16, 00:16:48.679, 72.383, -2.246, 65.000, 0.130, 72.383, -2.246, 29.230000, -0.19, 118.990, 7222.973724, 214.735556, 245.41, 0.20, 7222.973040, 214.733320, 7222.978352, 214.741822
2024/09/16, 00:16:58.679, 72.383, -2.246, 36.400, 0.090, 72.383, -2.246, 234.280000, -0.26, 119.090, 7222.973650, 214.735990, 212.22, 0.20, 7222.973050, 214.734080, 7222.978431, 214.742528
2024/09/16, 00:17:08.679, 72.383, -2.246, 351.300, 0.050, 72.383, -2.246, 342.870000, -0.29, 118.850, 7222.973690, 214.736595, 5.47, 0.50, 7222.972920, 214.735000, 7222.978297, 214.743700
2024/09/16, 00:17:18.679, 72.383, -2.246, 332.900, 0.100, 72.383, -2.246, 17.970000, -0.36, 118.910, 7222.973925, 214.737600, 316.56, 0.70, 7222.973140, 214.735370, 7222.978577, 214.744898
2024/09/16, 00:17:28.679, 72.383, -2.246, 347.400, 0.230, 72.383, -2.246, 37.200000, -0.43, 118.770, 7222.974422, 214.739839, 272.07, 1.00, 7222.973750, 214.737050, 7222.979525, 214.745791
2024/09/16, 00:17:38.679, 72.383, -2.246, 325.200, 0.240, 72.383, -2.246, 331.310000, -0.44, 118.870, 7222.974661, 214.741300, 201.60, 0.40, 7222.974180, 214.739350, 7222.979655, 214.748710
2024/09/16, 00:17:48.679, 72.383, -2.246, 309.000, 0.170, 72.383, -2.246, 150.680000, -0.55, 119.400, 7222.974908, 214.743595, 157.50, 0.50, 7222.974430, 214.741730, 7222.979456, 214.750214
2024/09/16, 00:17:58.680, 72.383, -2.246, 293.700, 0.240, 72.383, -2.246, 269.660000, -0.61, 120.670, 7222.975049, 214.745262, 113.53, 0.80, 7222.974620, 214.744130, 7222.979690, 214.753713
2024/09/16, 00:18:08.680, 72.383, -2.246, 303.700, 0.210, 72.383, -2.246, 114.810000, -0.53, 120.580, 7222.975579, 214.747950, 183.66, 0.60, 7222.975130, 214.745930, 7222.980093, 214.754829
2024/09/16, 00:18:18.680, 72.383, -2.246, 304.300, 0.200, 72.383, -2.246, 234.460000, -0.37, 120.470, 7222.975742, 214.748348, 163.46, 0.70, 7222.975340, 214.746550, 7222.980324, 214.756193
2024/09/16, 00:18:28.680, 72.383, -2.246, 271.500, 0.150, 72.383, -2.246, 221.040000, -0.34, 120.380, 7222.975436, 214.747611, 302.44, 0.40, 7222.974860, 214.745480, 7222.979836, 214.757050
2024/09/16, 00:18:38.680, 72.383, -2.246, 246.800, 0.060, 72.383, -2.246, 17.530000, -0.44, 120.110, 7222.975296, 214.746909, 329.76, 0.80, 7222.974560, 214.744770, 7222.979653, 214.755992
2024/09/16, 00:18:48.680, 72.383, -2.246, 12.500, 0.020, 72.383, -2.246, 18.440000, -0.50, 119.560, 7222.975206, 214.746566, 285.82, 0.80, 7222.974590, 214.744380, 7222.979802, 214.755140
2024/09/16, 00:18:58.680, 72.383, -2.246, 51.500, 0.120, 72.383, -2.246, 71.350000, -0.46, 118.340, 7222.975467, 214.746214, 340.21, 0.90, 7222.974600, 214.744350, 7222.980065, 214.753309
2024/09/16, 00:19:08.680, 72.383, -2.246, 75.000, 0.130, 72.383, -2.246, 10.070000, -0.40, 120.900, 7222.974443, 214.745076, 118.21, 0.40, 7222.973950, 214.743620, 7222.979714, 214.752250
2024/09/16, 00:19:18.680, 72.383, -2.246, 134.400, 0.120, 72.383, -2.246, 239.690000, -0.23, 120.340, 7222.973789, 214.743076, 24.24, 1.10, 7222.973110, 214.741910, 7222.978781, 214.752362
2024/09/16, 00:19:28.680, 72.383, -2.246, 120.100, 0.080, 72.383, -2.246, 39.010000, -0.01, 118.000, 7222.973974, 214.741922, 331.27, 0.80, 7222.973310, 214.740150, 7222.978798, 214.751966
2024/09/16, 00:19:38.680, 72.383, -2.246, 131.000, 0.100, 72.383, -2.246, 7.110000, 0.03, 119.600, 7222.973554, 214.741667, 272.92, 0.60, 7222.973120, 214.739790, 7222.978484, 214.751103
2024/09/16, 00:19:48.680, 72.383, -2.246, 150.600, 0.120, 72.383, -2.246, 36.190000, 0.02, 119.210, 7222.973754, 214.741241, 260.15, 0.80, 7222.973160, 214.739330, 7222.978035, 214.750601
2024/09/16, 00:19:58.680, 72.383, -2.246, 130.800, 0.130, 72.383, -2.246, 44.880000, -0.04, 119.540, 7222.973204, 214.741256, 286.83, 0.50, 7222.972630, 214.739600, 7222.977871, 214.749237
2024/09/16, 00:20:08.680, 72.383, -2.246, 118.800, 0.130, 72.383, -2.246, 42.940000, -0.27, 120.670, 7222.972756, 214.740737, 161.52, 0.30, 7222.972310, 214.739580, 7222.977744, 214.748318
2024/09/16, 00:20:18.680, 72.383, -2.246, 197.000, 0.190, 72.383, -2.246, 224.020000, -0.34, 121.030, 7222.972627, 214.739046, 153.55, 0.90, 7222.972300, 214.738510, 7222.976955, 214.750983
2024/09/16, 00:20:28.680, 72.383, -2.246, 209.800, 0.270, 72.383, -2.246, 171.320000, -0.30, 125.030, 7222.972723, 214.740890, 249.78, 0.50, 7222.972300, 214.739100, 7222.976716, 214.752267
2024/09/16, 00:20:38.680, 72.383, -2.246, 217.900, 0.350, 72.383, -2.246, 233.160000, -0.21, 125.340, 7222.973032, 214.740971, 164.32, 1.60, 7222.972980, 214.740070, 7222.976526, 214.753687
