WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, CNAV_LAT, CNAV_LON, SPD, GYRO_HDT, SBE48T, SBE45T, VAL_TMP, SBE45C, FLR, FLOW, SONIC_FLOW, SBE45S, SBE45_SSV, VAL_SSV, SBE48_SBE45_DIFF, SBE48_VAL_DIFF, SBE45_VAL_DIFF
2024/09/16, 00:00:11.727, 72.373, -2.216, 10.48, 314.890, 6.6554, 7.2867, 6.463, 3.51945, 619.000, 71.7, 3.82, 34.6116, 1479.277, 1476.745, -0.6313, 0.1924, 0.8237
2024/09/16, 00:00:31.727, 72.374, -2.218, 10.52, 314.440, 6.6537, 7.2830, 6.460, 3.51914, 617.700, 71.7, 3.81, 34.6119, 1479.263, 1476.712, -0.6293, 0.1937, 0.8230
2024/09/16, 00:00:51.727, 72.374, -2.220, 10.48, 314.580, 6.6516, 7.2822, 6.458, 3.51895, 620.300, 71.7, 3.82, 34.6107, 1479.259, 1476.713, -0.6306, 0.1936, 0.8242
2024/09/16, 00:01:11.727, 72.375, -2.222, 10.33, 314.980, 6.6494, 7.2794, 6.455, 3.51883, 618.000, 71.7, 3.80, 34.6121, 1479.250, 1476.708, -0.6300, 0.1944, 0.8244
2024/09/16, 00:01:31.727, 72.376, -2.224, 10.41, 314.520, 6.6461, 7.2783, 6.455, 3.51868, 619.300, 71.7, 3.82, 34.6115, 1479.245, 1476.707, -0.6322, 0.1911, 0.8233
2024/09/16, 00:01:51.728, 72.376, -2.227, 10.38, 314.160, 6.6441, 7.2762, 6.454, 3.51845, 618.700, 71.6, 3.82, 34.6111, 1479.236, 1476.699, -0.6321, 0.1901, 0.8222
2024/09/16, 00:02:11.728, 72.377, -2.229, 10.41, 315.280, 6.6423, 7.2734, 6.454, 3.51823, 620.000, 71.5, 3.79, 34.6116, 1479.226, 1476.707, -0.6311, 0.1883, 0.8194
2024/09/16, 00:02:31.728, 72.377, -2.231, 10.58, 314.310, 6.6407, 7.2700, 6.454, 3.51790, 619.300, 71.5, 3.79, 34.6113, 1479.213, 1476.707, -0.6293, 0.1867, 0.8160
2024/09/16, 00:02:51.728, 72.378, -2.233, 10.41, 315.660, 6.6392, 7.2709, 6.455, 3.51797, 619.600, 71.5, 3.79, 34.6113, 1479.216, 1476.706, -0.6317, 0.1842, 0.8159
2024/09/16, 00:03:11.728, 72.379, -2.235, 10.43, 313.910, 6.6385, 7.2709, 6.455, 3.51799, 620.300, 71.5, 3.81, 34.6115, 1479.216, 1476.712, -0.6324, 0.1835, 0.8159
2024/09/16, 00:03:31.728, 72.379, -2.237, 10.20, 314.390, 6.6382, 7.2690, 6.456, 3.51788, 620.900, 71.5, 3.82, 34.6121, 1479.210, 1476.712, -0.6308, 0.1822, 0.8130
2024/09/16, 00:03:51.728, 72.380, -2.239, 10.10, 315.820, 6.6379, 7.2714, 6.455, 3.51805, 619.000, 71.5, 3.81, 34.6116, 1479.218, 1476.709, -0.6335, 0.1829, 0.8164
2024/09/16, 00:04:11.728, 72.380, -2.241, 9.37, 315.270, 6.6379, 7.2713, 6.454, 3.51807, 620.000, 71.4, 3.80, 34.6119, 1479.218, 1476.712, -0.6334, 0.1839, 0.8173
2024/09/16, 00:04:31.728, 72.381, -2.243, 8.57, 314.190, 6.6379, 7.2730, 6.461, 3.51825, 620.900, 71.3, 3.79, 34.6122, 1479.225, 1476.752, -0.6351, 0.1769, 0.8120
2024/09/16, 00:04:51.728, 72.381, -2.244, 7.33, 314.880, 6.6387, 7.2721, 6.456, 3.51820, 620.300, 71.1, 3.77, 34.6125, 1479.222, 1476.722, -0.6334, 0.1827, 0.8161
2024/09/16, 00:05:11.728, 72.382, -2.246, 7.03, 315.470, 6.6390, 7.2702, 6.456, 3.51807, 620.000, 71.0, 3.79, 34.6129, 1479.216, 1476.710, -0.6312, 0.1830, 0.8142
2024/09/16, 00:05:31.728, 72.382, -2.247, 6.71, 319.490, 6.6391, 7.2725, 6.457, 3.51834, 618.400, 70.9, 3.77, 34.6137, 1479.225, 1476.725, -0.6334, 0.1821, 0.8155
2024/09/16, 00:05:51.728, 72.383, -2.248, 6.52, 346.820, 6.6393, 7.2777, 6.458, 3.51875, 618.000, 70.8, 3.77, 34.6129, 1479.244, 1476.736, -0.6384, 0.1813, 0.8197
2024/09/16, 00:06:11.728, 72.383, -2.248, 4.85, 21.730, 6.6400, 7.2770, 6.463, 3.51875, 616.900, 70.6, 3.74, 34.6135, 1479.243, 1476.752, -0.6370, 0.1770, 0.8140
2024/09/16, 00:06:31.728, 72.383, -2.248, 3.37, 48.430, 6.6404, 7.2727, 6.456, 3.51818, 618.400, 70.3, 3.74, 34.6117, 1479.224, 1476.725, -0.6323, 0.1844, 0.8167
2024/09/16, 00:06:51.728, 72.383, -2.248, 1.31, 71.170, 6.6398, 7.2729, 6.454, 3.51820, 617.600, 70.2, 3.74, 34.6116, 1479.224, 1476.705, -0.6331, 0.1858, 0.8189
2024/09/16, 00:07:11.728, 72.383, -2.248, -0.21, 95.190, 6.6395, 7.2779, 6.450, 3.51865, 618.400, 70.4, 3.77, 34.6116, 1479.244, 1476.688, -0.6384, 0.1895, 0.8279
2024/09/16, 00:07:31.729, 72.383, -2.247, 0.58, 118.960, 6.6393, 7.2827, 6.449, 3.51905, 618.000, 70.6, 3.78, 34.6112, 1479.261, 1476.682, -0.6434, 0.1903, 0.8337
2024/09/16, 00:07:51.729, 72.383, -2.247, 1.01, 133.750, 6.6391, 7.2749, 6.449, 3.51807, 617.600, 70.6, 3.78, 34.6082, 1479.228, 1476.688, -0.6358, 0.1901, 0.8259
2024/09/16, 00:08:11.729, 72.383, -2.247, 0.76, 136.980, 6.6390, 7.2622, 6.448, 3.51687, 617.700, 70.5, 3.75, 34.6078, 1479.178, 1476.699, -0.6232, 0.1910, 0.8142
2024/09/16, 00:08:31.729, 72.383, -2.246, 0.53, 131.900, 6.6389, 7.2621, 6.451, 3.51687, 618.000, 70.4, 3.76, 34.6080, 1479.178, 1476.694, -0.6232, 0.1879, 0.8111
2024/09/16, 00:08:51.729, 72.383, -2.246, 0.31, 126.080, 6.6390, 7.2702, 6.450, 3.51814, 617.600, 70.4, 3.79, 34.6137, 1479.217, 1476.689, -0.6312, 0.1890, 0.8202
2024/09/16, 00:09:11.729, 72.383, -2.246, 0.18, 122.090, 6.6391, 7.2809, 6.449, 3.51862, 619.300, 70.4, 3.76, 34.6083, 1479.251, 1476.680, -0.6418, 0.1901, 0.8319
2024/09/16, 00:09:31.729, 72.383, -2.246, -0.03, 123.640, 6.6393, 7.2698, 6.447, 3.51751, 616.900, 70.4, 3.74, 34.6073, 1479.207, 1476.678, -0.6305, 0.1923, 0.8228
2024/09/16, 00:09:51.729, 72.383, -2.246, -0.04, 126.390, 6.6397, 7.2679, 6.448, 3.51738, 620.300, 70.4, 3.71, 34.6077, 1479.200, 1476.678, -0.6282, 0.1917, 0.8199
2024/09/16, 00:10:11.729, 72.383, -2.246, -0.03, 127.120, 6.6400, 7.2740, 6.446, 3.51796, 619.600, 70.3, 3.74, 34.6079, 1479.224, 1476.669, -0.6340, 0.1940, 0.8280
2024/09/16, 00:10:31.729, 72.383, -2.246, -0.10, 123.820, 6.6400, 7.2716, 6.448, 3.51772, 620.300, 70.4, 3.73, 34.6077, 1479.214, 1476.687, -0.6316, 0.1920, 0.8236
2024/09/16, 00:10:51.729, 72.383, -2.246, -0.35, 121.450, 6.6396, 7.2778, 6.451, 3.51838, 618.000, 70.1, 3.74, 34.6087, 1479.240, 1476.712, -0.6382, 0.1886, 0.8268
2024/09/16, 00:11:11.729, 72.383, -2.246, -0.28, 120.900, 6.6394, 7.2766, 6.448, 3.51823, 619.000, 70.3, 3.72, 34.6084, 1479.234, 1476.689, -0.6372, 0.1914, 0.8286
2024/09/16, 00:11:31.729, 72.383, -2.246, -0.17, 119.150, 6.6388, 7.2753, 6.452, 3.51809, 618.000, 70.2, 3.73, 34.6080, 1479.229, 1476.699, -0.6365, 0.1868, 0.8233
2024/09/16, 00:11:51.729, 72.383, -2.246, -0.22, 119.290, 6.6381, 7.2741, 6.450, 3.51801, 619.600, 70.4, 3.77, 34.6085, 1479.225, 1476.688, -0.6360, 0.1881, 0.8241
2024/09/16, 00:12:11.729, 72.383, -2.246, -0.10, 116.640, 6.6376, 7.2759, 6.448, 3.51812, 617.700, 70.4, 3.77, 34.6078, 1479.231, 1476.690, -0.6383, 0.1896, 0.8279
2024/09/16, 00:12:31.729, 72.383, -2.246, -0.06, 118.880, 6.6372, 7.2684, 6.449, 3.51742, 620.300, 70.5, 3.78, 34.6077, 1479.202, 1476.691, -0.6312, 0.1882, 0.8194
2024/09/16, 00:12:51.730, 72.383, -2.246, 0.08, 118.240, 6.6372, 7.2697, 6.454, 3.51753, 618.400, 70.4, 3.75, 34.6075, 1479.207, 1476.701, -0.6325, 0.1832, 0.8157
2024/09/16, 00:13:11.730, 72.383, -2.246, -0.62, 119.230, 6.6370, 7.2639, 6.452, 3.51698, 617.700, 70.5, 3.75, 34.6073, 1479.184, 1476.697, -0.6269, 0.1850, 0.8119
2024/09/16, 00:13:31.730, 72.383, -2.246, -0.26, 120.120, 6.6367, 7.2644, 6.453, 3.51709, 617.600, 70.6, 3.75, 34.6080, 1479.187, 1476.712, -0.6277, 0.1837, 0.8114
2024/09/16, 00:13:51.730, 72.383, -2.246, -0.15, 120.270, 6.6367, 7.2760, 6.449, 3.51831, 621.400, 70.7, 3.77, 34.6097, 1479.234, 1476.695, -0.6393, 0.1877, 0.8270
2024/09/16, 00:14:11.730, 72.383, -2.246, -0.12, 120.820, 6.6369, 7.2788, 6.448, 3.51831, 621.100, 70.7, 3.74, 34.6070, 1479.241, 1476.656, -0.6419, 0.1889, 0.8308
2024/09/16, 00:14:31.730, 72.383, -2.246, -0.22, 121.220, 6.6368, 7.2656, 6.441, 3.51714, 619.300, 70.6, 3.72, 34.6074, 1479.191, 1476.660, -0.6288, 0.1958, 0.8246
2024/09/16, 00:14:51.730, 72.383, -2.246, -0.17, 120.300, 6.6367, 7.2617, 6.450, 3.51683, 619.600, 70.6, 3.78, 34.6079, 1479.177, 1476.686, -0.6250, 0.1867, 0.8117
2024/09/16, 00:15:11.730, 72.383, -2.246, -0.15, 120.590, 6.6367, 7.2613, 6.446, 3.51679, 621.100, 70.6, 3.75, 34.6079, 1479.175, 1476.686, -0.6246, 0.1907, 0.8153
2024/09/16, 00:15:31.730, 72.383, -2.246, -0.29, 120.570, 6.6371, 7.2650, 6.444, 3.51714, 619.600, 70.6, 3.70, 34.6081, 1479.189, 1476.682, -0.6279, 0.1931, 0.8210
2024/09/16, 00:15:51.730, 72.383, -2.246, -0.45, 120.140, 6.6371, 7.2670, 6.446, 3.51733, 619.300, 70.5, 3.77, 34.6081, 1479.197, 1476.685, -0.6299, 0.1911, 0.8210
2024/09/16, 00:16:11.730, 72.383, -2.246, -0.06, 120.270, 6.6369, 7.2658, 6.444, 3.51723, 618.000, 70.6, 3.77, 34.6083, 1479.193, 1476.669, -0.6289, 0.1929, 0.8218
2024/09/16, 00:16:31.730, 72.383, -2.246, -0.25, 120.310, 6.6366, 7.2627, 6.445, 3.51690, 618.400, 70.6, 3.76, 34.6077, 1479.180, 1476.671, -0.6261, 0.1916, 0.8177
2024/09/16, 00:16:51.730, 72.383, -2.246, -0.21, 120.640, 6.6363, 7.2634, 6.448, 3.51687, 618.700, 70.6, 3.80, 34.6066, 1479.182, 1476.697, -0.6271, 0.1883, 0.8154
2024/09/16, 00:17:11.730, 72.383, -2.246, -0.29, 119.490, 6.6360, 7.2611, 6.444, 3.51666, 618.700, 70.7, 3.79, 34.6067, 1479.173, 1476.672, -0.6251, 0.1920, 0.8171
2024/09/16, 00:17:31.730, 72.383, -2.246, -0.44, 119.830, 6.6357, 7.2591, 6.452, 3.51649, 618.700, 70.6, 3.75, 34.6069, 1479.165, 1476.690, -0.6234, 0.1837, 0.8071
2024/09/16, 00:17:51.730, 72.383, -2.246, -0.58, 120.580, 6.6354, 7.2594, 6.445, 3.51655, 620.600, 70.6, 3.77, 34.6072, 1479.167, 1476.658, -0.6240, 0.1904, 0.8144
2024/09/16, 00:18:11.730, 72.383, -2.246, -0.46, 121.870, 6.6351, 7.2590, 6.445, 3.51648, 619.000, 70.5, 3.75, 34.6068, 1479.165, 1476.675, -0.6239, 0.1901, 0.8140
2024/09/16, 00:18:31.730, 72.383, -2.246, -0.36, 120.400, 6.6346, 7.2602, 6.443, 3.51651, 619.300, 70.7, 3.78, 34.6060, 1479.168, 1476.639, -0.6256, 0.1916, 0.8172
2024/09/16, 00:18:51.731, 72.383, -2.246, -0.50, 119.810, 6.6343, 7.2651, 6.443, 3.51709, 621.400, 70.7, 3.79, 34.6073, 1479.189, 1476.651, -0.6308, 0.1913, 0.8221
2024/09/16, 00:19:11.731, 72.383, -2.246, -0.36, 121.200, 6.6339, 7.2647, 6.440, 3.51698, 621.100, 70.8, 3.78, 34.6065, 1479.187, 1476.632, -0.6308, 0.1939, 0.8247
2024/09/16, 00:19:31.731, 72.383, -2.246, 0.01, 118.690, 6.6334, 7.2610, 6.438, 3.51664, 619.600, 70.6, 3.78, 34.6066, 1479.172, 1476.644, -0.6276, 0.1954, 0.8230
2024/09/16, 00:19:51.731, 72.383, -2.246, 0.02, 120.650, 6.6325, 7.2572, 6.435, 3.51635, 619.600, 70.5, 3.78, 34.6072, 1479.158, 1476.608, -0.6247, 0.1975, 0.8222
2024/09/16, 00:20:11.731, 72.383, -2.246, -0.32, 119.060, 6.6309, 7.2569, 6.433, 3.51624, 618.700, 70.4, 3.78, 34.6063, 1479.156, 1476.629, -0.6260, 0.1979, 0.8239
2024/09/16, 00:20:31.731, 72.383, -2.246, -0.27, 122.770, 6.6301, 7.2568, 6.436, 3.51620, 619.000, 70.3, 3.75, 34.6059, 1479.155, 1476.641, -0.6267, 0.1941, 0.8208
2024/09/16, 00:20:51.731, 72.383, -2.246, -0.09, 121.700, 6.6293, 7.2590, 6.435, 3.51635, 617.200, 70.1, 3.75, 34.6053, 1479.163, 1476.627, -0.6297, 0.1943, 0.8240
2024/09/16, 00:21:11.731, 72.383, -2.246, -0.47, 121.660, 6.6281, 7.2583, 6.435, 3.51635, 618.000, 70.1, 3.70, 34.6061, 1479.161, 1476.637, -0.6302, 0.1931, 0.8233
2024/09/16, 00:21:31.731, 72.383, -2.246, -0.18, 115.950, 6.6270, 7.2604, 6.433, 3.51653, 619.000, 70.2, 3.75, 34.6060, 1479.169, 1476.604, -0.6334, 0.1940, 0.8274
2024/09/16, 00:21:51.731, 72.383, -2.246, -0.21, 120.820, 6.6259, 7.2705, 6.429, 3.51753, 623.300, 70.3, 3.76, 34.6067, 1479.209, 1476.592, -0.6446, 0.1969, 0.8415
2024/09/16, 00:22:11.731, 72.383, -2.246, -0.37, 118.250, 6.6255, 7.2679, 6.429, 3.51707, 618.400, 70.5, 3.78, 34.6044, 1479.196, 1476.614, -0.6424, 0.1965, 0.8389
2024/09/16, 00:22:31.731, 72.383, -2.246, -0.36, 121.730, 6.6250, 7.2527, 6.428, 3.51563, 619.000, 70.5, 3.75, 34.6037, 1479.137, 1476.604, -0.6277, 0.1970, 0.8247
2024/09/16, 00:22:51.731, 72.383, -2.246, -0.38, 126.920, 6.6246, 7.2504, 6.431, 3.51546, 617.700, 70.4, 3.73, 34.6043, 1479.129, 1476.623, -0.6258, 0.1936, 0.8194
2024/09/16, 00:23:11.731, 72.383, -2.246, -0.03, 125.200, 6.6242, 7.2517, 6.433, 3.51565, 618.700, 70.4, 3.74, 34.6050, 1479.135, 1476.605, -0.6275, 0.1912, 0.8187
2024/09/16, 00:23:31.731, 72.383, -2.246, -0.22, 133.010, 6.6230, 7.2517, 6.430, 3.51561, 618.400, 70.4, 3.74, 34.6046, 1479.134, 1476.620, -0.6287, 0.1930, 0.8217
2024/09/16, 00:23:51.731, 72.383, -2.246, -0.14, 134.850, 6.6223, 7.2544, 6.431, 3.51589, 618.000, 70.4, 3.74, 34.6050, 1479.145, 1476.620, -0.6321, 0.1913, 0.8234
2024/09/16, 00:24:11.732, 72.383, -2.246, -0.54, 137.210, 6.6215, 7.2552, 6.428, 3.51593, 621.100, 70.4, 3.73, 34.6047, 1479.147, 1476.591, -0.6337, 0.1935, 0.8272
2024/09/16, 00:24:31.732, 72.383, -2.246, -0.06, 139.930, 6.6206, 7.2519, 6.422, 3.51557, 618.000, 70.4, 3.76, 34.6040, 1479.134, 1476.574, -0.6313, 0.1986, 0.8299
2024/09/16, 00:24:51.732, 72.383, -2.246, -0.46, 140.490, 6.6200, 7.2474, 6.426, 3.51520, 618.700, 70.5, 3.75, 34.6044, 1479.117, 1476.567, -0.6274, 0.1940, 0.8214
2024/09/16, 00:25:11.732, 72.383, -2.246, -0.58, 139.040, 6.6188, 7.2479, 6.418, 3.51515, 619.600, 70.5, 3.75, 34.6033, 1479.118, 1476.567, -0.6291, 0.2008, 0.8299
2024/09/16, 00:25:31.732, 72.383, -2.246, -0.51, 139.830, 6.6176, 7.2426, 6.426, 3.51470, 617.700, 70.6, 3.74, 34.6038, 1479.098, 1476.585, -0.6250, 0.1916, 0.8166
2024/09/16, 00:25:51.732, 72.383, -2.246, -0.19, 140.070, 6.6163, 7.2392, 6.427, 3.51433, 618.700, 70.6, 3.74, 34.6032, 1479.084, 1476.576, -0.6229, 0.1893, 0.8122
2024/09/16, 00:26:11.732, 72.383, -2.246, -0.54, 142.840, 6.6150, 7.2381, 6.424, 3.51424, 617.700, 70.6, 3.81, 34.6032, 1479.080, 1476.583, -0.6231, 0.1910, 0.8141
2024/09/16, 00:26:31.732, 72.383, -2.246, -0.15, 142.630, 6.6130, 7.2419, 6.422, 3.51450, 618.400, 70.6, 3.78, 34.6023, 1479.093, 1476.574, -0.6289, 0.1910, 0.8199
2024/09/16, 00:26:51.732, 72.383, -2.246, -0.01, 144.320, 6.6118, 7.2383, 6.425, 3.51417, 617.700, 70.7, 3.72, 34.6023, 1479.079, 1476.585, -0.6265, 0.1868, 0.8133
2024/09/16, 00:27:11.732, 72.383, -2.246, -0.40, 144.050, 6.6109, 7.2359, 6.416, 3.51389, 617.200, 70.8, 3.75, 34.6016, 1479.070, 1476.559, -0.6250, 0.1949, 0.8199
2024/09/16, 00:27:31.732, 72.383, -2.246, -0.30, 144.830, 6.6101, 7.2370, 6.420, 3.51400, 619.300, 70.7, 3.77, 34.6017, 1479.074, 1476.559, -0.6269, 0.1901, 0.8170
2024/09/16, 00:27:51.732, 72.383, -2.246, -0.10, 145.270, 6.6089, 7.2318, 6.419, 3.51345, 618.000, 70.6, 3.80, 34.6009, 1479.053, 1476.564, -0.6229, 0.1899, 0.8128
2024/09/16, 00:28:11.732, 72.383, -2.246, -0.31, 144.740, 6.6066, 7.2283, 6.422, 3.51313, 619.300, 70.6, 3.74, 34.6010, 1479.039, 1476.573, -0.6217, 0.1846, 0.8063
2024/09/16, 00:28:31.732, 72.383, -2.246, -0.17, 142.890, 6.6050, 7.2285, 6.421, 3.51324, 617.600, 70.6, 3.79, 34.6019, 1479.042, 1476.555, -0.6235, 0.1840, 0.8075
2024/09/16, 00:28:51.732, 72.383, -2.246, -0.29, 144.420, 6.6036, 7.2300, 6.415, 3.51330, 618.000, 70.6, 3.76, 34.6011, 1479.046, 1476.572, -0.6264, 0.1886, 0.8150
2024/09/16, 00:29:11.732, 72.383, -2.246, -0.30, 144.430, 6.6026, 7.2313, 6.417, 3.51332, 617.200, 70.6, 3.78, 34.6000, 1479.050, 1476.534, -0.6287, 0.1856, 0.8143
2024/09/16, 00:29:31.732, 72.383, -2.246, -0.42, 145.170, 6.6019, 7.2242, 6.420, 3.51271, 617.700, 70.6, 3.81, 34.6004, 1479.023, 1476.537, -0.6223, 0.1819, 0.8042
2024/09/16, 00:29:51.732, 72.383, -2.246, -0.30, 147.100, 6.6010, 7.2255, 6.416, 3.51287, 618.000, 70.6, 3.78, 34.6009, 1479.029, 1476.539, -0.6245, 0.1850, 0.8095
2024/09/16, 00:30:11.733, 72.383, -2.246, -0.46, 149.340, 6.6002, 7.2255, 6.413, 3.51286, 620.000, 70.5, 3.74, 34.6008, 1479.028, 1476.541, -0.6253, 0.1872, 0.8125
2024/09/16, 00:30:31.733, 72.383, -2.246, -0.40, 147.870, 6.5994, 7.2247, 6.417, 3.51280, 617.200, 70.6, 3.77, 34.6009, 1479.026, 1476.537, -0.6253, 0.1824, 0.8077
2024/09/16, 00:30:51.733, 72.383, -2.246, -0.38, 152.730, 6.5987, 7.2284, 6.414, 3.51310, 617.700, 70.7, 3.77, 34.6005, 1479.039, 1476.544, -0.6297, 0.1847, 0.8144
2024/09/16, 00:31:11.733, 72.383, -2.246, -0.21, 153.890, 6.5974, 7.2246, 6.414, 3.51275, 618.700, 70.8, 3.76, 34.6004, 1479.025, 1476.554, -0.6272, 0.1834, 0.8106
2024/09/16, 00:31:31.733, 72.383, -2.246, -0.19, 156.540, 6.5964, 7.2209, 6.416, 3.51236, 618.000, 70.7, 3.74, 34.5999, 1479.010, 1476.543, -0.6245, 0.1804, 0.8049
2024/09/16, 00:31:51.733, 72.383, -2.246, -0.34, 159.150, 6.5954, 7.2215, 6.402, 3.51243, 617.700, 70.7, 3.76, 34.6001, 1479.012, 1476.500, -0.6261, 0.1934, 0.8195
2024/09/16, 00:32:11.733, 72.383, -2.246, -0.31, 159.350, 6.5941, 7.2180, 6.403, 3.51210, 616.600, 70.7, 3.74, 34.6001, 1478.999, 1476.485, -0.6239, 0.1911, 0.8150
2024/09/16, 00:32:31.733, 72.383, -2.246, -0.52, 159.840, 6.5923, 7.2195, 6.406, 3.51223, 617.200, 70.6, 3.78, 34.5999, 1479.004, 1476.511, -0.6272, 0.1863, 0.8135
2024/09/16, 00:32:51.733, 72.383, -2.246, -0.40, 159.940, 6.5891, 7.2211, 6.410, 3.51230, 617.600, 70.6, 3.76, 34.5991, 1479.009, 1476.533, -0.6320, 0.1791, 0.8111
2024/09/16, 00:33:11.733, 72.383, -2.246, -0.42, 158.820, 6.5868, 7.2147, 6.410, 3.51166, 618.700, 70.6, 3.81, 34.5984, 1478.984, 1476.518, -0.6279, 0.1768, 0.8047
2024/09/16, 00:33:31.733, 72.383, -2.246, -0.21, 159.280, 6.5851, 7.2144, 6.405, 3.51164, 617.200, 70.6, 3.77, 34.5985, 1478.983, 1476.501, -0.6293, 0.1801, 0.8094
2024/09/16, 00:33:51.733, 72.383, -2.246, -0.10, 160.510, 6.5841, 7.2100, 6.404, 3.51119, 618.700, 70.6, 3.75, 34.5980, 1478.965, 1476.475, -0.6259, 0.1801, 0.8060
2024/09/16, 00:34:11.733, 72.383, -2.246, -0.23, 159.570, 6.5833, 7.2064, 6.403, 3.51083, 617.600, 70.6, 3.76, 34.5977, 1478.951, 1476.513, -0.6231, 0.1803, 0.8034
2024/09/16, 00:34:31.733, 72.383, -2.246, -0.41, 159.670, 6.5829, 7.2054, 6.406, 3.51073, 616.600, 70.6, 3.75, 34.5977, 1478.947, 1476.501, -0.6225, 0.1769, 0.7994
2024/09/16, 00:34:51.733, 72.383, -2.246, -0.42, 159.690, 6.5835, 7.2067, 6.406, 3.51088, 617.700, 70.5, 3.78, 34.5980, 1478.953, 1476.512, -0.6232, 0.1775, 0.8007
2024/09/16, 00:35:11.733, 72.383, -2.246, -0.57, 158.690, 6.5841, 7.2096, 6.410, 3.51114, 618.000, 70.5, 3.77, 34.5979, 1478.964, 1476.512, -0.6255, 0.1741, 0.7996
2024/09/16, 00:35:31.733, 72.383, -2.246, -0.35, 157.700, 6.5846, 7.2101, 6.408, 3.51116, 616.000, 70.5, 3.71, 34.5976, 1478.965, 1476.509, -0.6255, 0.1766, 0.8021
2024/09/16, 00:35:51.734, 72.383, -2.246, -0.07, 159.640, 6.5850, 7.2123, 6.408, 3.51143, 617.700, 70.4, 3.77, 34.5984, 1478.975, 1476.530, -0.6273, 0.1770, 0.8043
2024/09/16, 00:36:11.734, 72.383, -2.246, -0.13, 161.260, 6.5853, 7.2165, 6.406, 3.51173, 616.300, 70.4, 3.76, 34.5974, 1478.990, 1476.503, -0.6312, 0.1793, 0.8105
2024/09/16, 00:36:31.734, 72.383, -2.246, 0.03, 160.300, 6.5855, 7.2173, 6.408, 3.51184, 617.700, 70.4, 3.77, 34.5978, 1478.993, 1476.516, -0.6318, 0.1775, 0.8093
2024/09/16, 00:36:51.734, 72.383, -2.245, -0.29, 161.620, 6.5857, 7.2246, 6.414, 3.51249, 618.700, 70.4, 3.76, 34.5976, 1479.021, 1476.533, -0.6389, 0.1717, 0.8106
2024/09/16, 00:37:11.734, 72.383, -2.245, -0.19, 160.470, 6.5860, 7.2179, 6.417, 3.51193, 618.000, 70.4, 3.74, 34.5982, 1478.996, 1476.563, -0.6319, 0.1690, 0.8009
2024/09/16, 00:37:31.734, 72.383, -2.245, -0.28, 159.690, 6.5863, 7.2171, 6.415, 3.51186, 618.000, 70.4, 3.76, 34.5982, 1478.993, 1476.496, -0.6308, 0.1713, 0.8021
2024/09/16, 00:37:51.734, 72.383, -2.245, -0.77, 160.270, 6.5869, 7.2205, 6.410, 3.51214, 619.300, 70.4, 3.73, 34.5979, 1479.006, 1476.510, -0.6336, 0.1769, 0.8105
2024/09/16, 00:38:11.734, 72.383, -2.245, -0.86, 160.610, 6.5875, 7.2179, 6.410, 3.51196, 619.600, 70.4, 3.81, 34.5984, 1478.996, 1476.491, -0.6304, 0.1775, 0.8079
2024/09/16, 00:38:31.734, 72.383, -2.245, -0.03, 160.660, 6.5880, 7.2172, 6.402, 3.51188, 617.700, 70.5, 3.79, 34.5983, 1478.994, 1476.488, -0.6292, 0.1860, 0.8152
2024/09/16, 00:38:51.734, 72.383, -2.245, -0.03, 158.220, 6.5887, 7.2214, 6.397, 3.51223, 618.000, 70.6, 3.70, 34.5980, 1479.009, 1476.472, -0.6327, 0.1917, 0.8244
2024/09/16, 00:39:11.734, 72.383, -2.245, -0.60, 158.910, 6.5896, 7.2244, 6.398, 3.51245, 617.600, 70.5, 3.77, 34.5974, 1479.020, 1476.482, -0.6348, 0.1916, 0.8264
2024/09/16, 00:39:31.734, 72.383, -2.245, -0.41, 159.460, 6.5897, 7.2216, 6.404, 3.51217, 618.000, 70.4, 3.76, 34.5972, 1479.009, 1476.493, -0.6319, 0.1857, 0.8176
2024/09/16, 00:39:51.734, 72.383, -2.245, 0.02, 159.770, 6.5889, 7.2235, 6.400, 3.51239, 620.300, 70.5, 3.79, 34.5976, 1479.017, 1476.479, -0.6346, 0.1889, 0.8235
2024/09/16, 00:40:11.734, 72.383, -2.245, 0.00, 160.820, 6.5879, 7.2233, 6.396, 3.51232, 618.700, 70.4, 3.77, 34.5970, 1479.015, 1476.472, -0.6354, 0.1919, 0.8273
2024/09/16, 00:40:31.734, 72.383, -2.245, -0.32, 160.680, 6.5863, 7.2185, 6.398, 3.51188, 617.700, 70.4, 3.76, 34.5971, 1478.997, 1476.471, -0.6322, 0.1883, 0.8205
2024/09/16, 00:40:51.734, 72.383, -2.245, -0.32, 161.730, 6.5845, 7.2178, 6.398, 3.51181, 617.700, 70.5, 3.79, 34.5970, 1478.994, 1476.465, -0.6333, 0.1865, 0.8198
2024/09/16, 00:41:11.734, 72.383, -2.245, -0.11, 163.220, 6.5840, 7.2182, 6.385, 3.51177, 620.900, 70.6, 3.81, 34.5961, 1478.995, 1476.434, -0.6342, 0.1990, 0.8332
2024/09/16, 00:41:31.734, 72.383, -2.245, -0.35, 158.830, 6.5828, 7.2220, 6.379, 3.51216, 619.600, 70.6, 3.79, 34.5966, 1479.010, 1476.416, -0.6392, 0.2038, 0.8430
